dictionary size=  10
list element size=  100 

Start value = U  Goal value = E 

Expand Node | Fringe
T           | (34, 'P20'), (39, 'X8'), (34, 'P25'), (40, 'W11'), (46, 'W1'), (41, 'Y7'), (35, 'Y24'), (49, 'W2'), (45, 'Y9'), (82, 'O14'), (59, 'O8'), (55, 'Z16'), (50, 'Q8'), (40, 'Y19'), (38, 'T11'), (65, 'Y0'), (65, 'U15'), (49, 'U7'), (69, 'N5'), (103, 'Z23'), (88, 'V19'), (60, 'Y15'), (68, 'Y18'), (74, 'F'), (65, 'H'), (77, 'V'), (58, 'Y9'), (89, 'Q9'), (43, 'Q24'), (81, 'I'), (76, 'V17'), (75, 'R10'), (84, 'V13'), (68, 'V23'), (83, 'T2'), (81, 'U15'), (52, 'Y3'), (78, 'N20'), (123, 'Z25'), (108, 'E'), (106, 'Q'), (113, 'Z24'), (97, 'X18'), (109, 'Y12'), (97, 'Z0'), (91, 'O19'), (105, 'Z2'), (112, 'O20'), (97, 'K'), (89, 'W5'), (98, 'Z23'), (95, 'M1'), (87, 'Y8'), (110, 'R7'), (114, 'Y13'), (89, 'Z10'), (118, 'Y23'), (96, 'Q17'), (120, 'Z14'), (132, 'G'), (114, 'C'), (79, 'Z'), (92, 'T18'), (129, 'M16'), (79, 'U14'), (115, 'S22'), (98, 'U20'), (96, 'W15'), (74, 'T9'), (96, 'W4'), (112, 'W16'), (97, 'U4'), (122, 'X20'), (117, 'U24'), (56, 'V22'), (101, 'Y21'), (82, 'Z14'), (126, 'W0')
P20         | (34, 'P25'), (39, 'X8'), (35, 'Y24'), (40, 'W11'), (46, 'W1'), (41, 'Y7'), (38, 'T11'), (49, 'W2'), (45, 'Y9'), (82, 'O14'), (59, 'O8'), (55, 'Z16'), (50, 'Q8'), (40, 'Y19'), (76, 'V17'), (65, 'Y0'), (65, 'U15'), (49, 'U7'), (69, 'N5'), (103, 'Z23'), (88, 'V19'), (60, 'Y15'), (68, 'Y18'), (74, 'F'), (65, 'H'), (77, 'V'), (58, 'Y9'), (89, 'Q9'), (43, 'Q24'), (81, 'I'), (79, 'Z'), (75, 'R10'), (84, 'V13'), (68, 'V23'), (83, 'T2'), (81, 'U15'), (52, 'Y3'), (78, 'N20'), (123, 'Z25'), (108, 'E'), (106, 'Q'), (113, 'Z24'), (97, 'X18'), (109, 'Y12'), (97, 'Z0'), (91, 'O19'), (105, 'Z2'), (112, 'O20'), (97, 'K'), (89, 'W5'), (98, 'Z23'), (95, 'M1'), (87, 'Y8'), (110, 'R7'), (114, 'Y13'), (89, 'Z10'), (118, 'Y23'), (96, 'Q17'), (120, 'Z14'), (132, 'G'), (114, 'C'), (126, 'W0'), (92, 'T18'), (129, 'M16'), (79, 'U14'), (115, 'S22'), (98, 'U20'), (96, 'W15'), (74, 'T9'), (96, 'W4'), (112, 'W16'), (97, 'U4'), (122, 'X20'), (117, 'U24'), (56, 'V22'), (101, 'Y21'), (82, 'Z14')
P25         | (35, 'Y24'), (39, 'X8'), (38, 'T11'), (40, 'W11'), (46, 'W1'), (41, 'Y7'), (40, 'Y19'), (49, 'W2'), (45, 'Y9'), (82, 'O14'), (59, 'O8'), (55, 'Z16'), (50, 'Q8'), (43, 'Q24'), (76, 'V17'), (65, 'Y0'), (65, 'U15'), (49, 'U7'), (67, 'B'), (103, 'Z23'), (88, 'V19'), (60, 'Y15'), (68, 'Y18'), (74, 'F'), (65, 'H'), (77, 'V'), (58, 'Y9'), (89, 'Q9'), (82, 'Z14'), (81, 'I'), (79, 'Z'), (75, 'R10'), (84, 'V13'), (68, 'V23'), (83, 'T2'), (81, 'U15'), (52, 'Y3'), (69, 'N5'), (107, 'N'), (108, 'E'), (106, 'Q'), (113, 'Z24'), (97, 'X18'), (109, 'Y12'), (97, 'Z0'), (91, 'O19'), (105, 'Z2'), (112, 'O20'), (97, 'K'), (89, 'W5'), (98, 'Z23'), (95, 'M1'), (87, 'Y8'), (110, 'R7'), (114, 'Y13'), (89, 'Z10'), (118, 'Y23'), (96, 'Q17'), (120, 'Z14'), (132, 'G'), (114, 'C'), (126, 'W0'), (92, 'T18'), (129, 'M16'), (79, 'U14'), (115, 'S22'), (98, 'U20'), (96, 'W15'), (74, 'T9'), (96, 'W4'), (112, 'W16'), (97, 'U4'), (122, 'X20'), (117, 'U24'), (56, 'V22'), (101, 'Y21'), (78, 'N20'), (123, 'Z25')
Y24         | (38, 'T11'), (39, 'X8'), (40, 'Y19'), (40, 'W11'), (46, 'W1'), (41, 'Y7'), (43, 'Q24'), (49, 'W2'), (45, 'Y9'), (82, 'O14'), (59, 'O8'), (55, 'Z16'), (50, 'Q8'), (82, 'Z14'), (76, 'V17'), (65, 'Y0'), (65, 'U15'), (49, 'U7'), (67, 'B'), (103, 'Z23'), (88, 'V19'), (60, 'Y15'), (68, 'Y18'), (74, 'F'), (65, 'H'), (77, 'V'), (58, 'Y9'), (89, 'Q9'), (96, 'Q17'), (81, 'I'), (79, 'Z'), (75, 'R10'), (84, 'V13'), (68, 'V23'), (83, 'T2'), (81, 'U15'), (52, 'Y3'), (69, 'N5'), (76, 'L'), (108, 'E'), (106, 'Q'), (113, 'Z24'), (97, 'X18'), (109, 'Y12'), (97, 'Z0'), (91, 'O19'), (105, 'Z2'), (112, 'O20'), (97, 'K'), (89, 'W5'), (98, 'Z23'), (95, 'M1'), (87, 'Y8'), (110, 'R7'), (114, 'Y13'), (89, 'Z10'), (118, 'Y23'), (123, 'Z25'), (120, 'Z14'), (132, 'G'), (114, 'C'), (126, 'W0'), (92, 'T18'), (129, 'M16'), (79, 'U14'), (115, 'S22'), (98, 'U20'), (96, 'W15'), (74, 'T9'), (96, 'W4'), (112, 'W16'), (97, 'U4'), (122, 'X20'), (117, 'U24'), (56, 'V22'), (101, 'Y21'), (78, 'N20'), (107, 'N')
T11         | (39, 'X8'), (40, 'W11'), (40, 'Y19'), (45, 'Y9'), (46, 'W1'), (41, 'Y7'), (43, 'Q24'), (49, 'W2'), (49, 'U7'), (82, 'O14'), (59, 'O8'), (55, 'Z16'), (50, 'Q8'), (82, 'Z14'), (76, 'V17'), (65, 'Y0'), (65, 'U15'), (52, 'Y3'), (67, 'B'), (103, 'Z23'), (88, 'V19'), (60, 'Y15'), (68, 'Y18'), (74, 'F'), (65, 'H'), (77, 'V'), (58, 'Y9'), (89, 'Q9'), (96, 'Q17'), (81, 'I'), (79, 'Z'), (75, 'R10'), (84, 'V13'), (68, 'V23'), (83, 'T2'), (81, 'U15'), (56, 'V22'), (69, 'N5'), (76, 'L'), (108, 'E'), (106, 'Q'), (113, 'Z24'), (97, 'X18'), (109, 'Y12'), (97, 'Z0'), (91, 'O19'), (105, 'Z2'), (112, 'O20'), (97, 'K'), (89, 'W5'), (98, 'Z23'), (95, 'M1'), (87, 'Y8'), (110, 'R7'), (114, 'Y13'), (89, 'Z10'), (118, 'Y23'), (123, 'Z25'), (120, 'Z14'), (132, 'G'), (114, 'C'), (126, 'W0'), (92, 'T18'), (129, 'M16'), (79, 'U14'), (115, 'S22'), (98, 'U20'), (96, 'W15'), (74, 'T9'), (96, 'W4'), (112, 'W16'), (97, 'U4'), (122, 'X20'), (117, 'U24'), (107, 'N'), (101, 'Y21'), (78, 'N20'), (86, 'E')
X8          | (40, 'W11'), (45, 'Y9'), (40, 'Y19'), (49, 'U7'), (46, 'W1'), (41, 'Y7'), (43, 'Q24'), (49, 'W2'), (52, 'Y3'), (82, 'O14'), (59, 'O8'), (55, 'Z16'), (50, 'Q8'), (82, 'Z14'), (76, 'V17'), (65, 'Y0'), (65, 'U15'), (56, 'V22'), (58, 'K'), (103, 'Z23'), (88, 'V19'), (60, 'Y15'), (68, 'Y18'), (74, 'F'), (65, 'H'), (77, 'V'), (58, 'Y9'), (89, 'Q9'), (96, 'Q17'), (81, 'I'), (79, 'Z'), (75, 'R10'), (84, 'V13'), (68, 'V23'), (83, 'T2'), (81, 'U15'), (86, 'E'), (69, 'N5'), (67, 'B'), (108, 'E'), (106, 'Q'), (113, 'Z24'), (97, 'X18'), (109, 'Y12'), (97, 'Z0'), (91, 'O19'), (105, 'Z2'), (112, 'O20'), (97, 'K'), (89, 'W5'), (98, 'Z23'), (95, 'M1'), (87, 'Y8'), (110, 'R7'), (114, 'Y13'), (89, 'Z10'), (118, 'Y23'), (123, 'Z25'), (120, 'Z14'), (132, 'G'), (114, 'C'), (126, 'W0'), (92, 'T18'), (129, 'M16'), (79, 'U14'), (115, 'S22'), (98, 'U20'), (96, 'W15'), (74, 'T9'), (96, 'W4'), (112, 'W16'), (97, 'U4'), (122, 'X20'), (117, 'U24'), (107, 'N'), (101, 'Y21'), (78, 'N20'), (80, 'I'), (76, 'L')
W11         | (40, 'Y19'), (45, 'Y9'), (41, 'Y7'), (49, 'U7'), (46, 'W1'), (50, 'Q8'), (43, 'Q24'), (49, 'W2'), (52, 'Y3'), (52, 'R'), (59, 'O8'), (55, 'Z16'), (58, 'Y9'), (82, 'Z14'), (76, 'V17'), (65, 'Y0'), (65, 'U15'), (56, 'V22'), (58, 'K'), (82, 'O14'), (88, 'V19'), (60, 'Y15'), (68, 'Y18'), (74, 'F'), (65, 'H'), (77, 'V'), (76, 'L'), (89, 'Q9'), (96, 'Q17'), (81, 'I'), (79, 'Z'), (75, 'R10'), (84, 'V13'), (68, 'V23'), (83, 'T2'), (81, 'U15'), (86, 'E'), (69, 'N5'), (67, 'B'), (103, 'Z23'), (106, 'Q'), (113, 'Z24'), (97, 'X18'), (109, 'Y12'), (97, 'Z0'), (91, 'O19'), (105, 'Z2'), (112, 'O20'), (97, 'K'), (89, 'W5'), (98, 'Z23'), (95, 'M1'), (87, 'Y8'), (110, 'R7'), (114, 'Y13'), (89, 'Z10'), (118, 'Y23'), (123, 'Z25'), (120, 'Z14'), (132, 'G'), (114, 'C'), (126, 'W0'), (92, 'T18'), (129, 'M16'), (79, 'U14'), (115, 'S22'), (98, 'U20'), (96, 'W15'), (74, 'T9'), (96, 'W4'), (112, 'W16'), (97, 'U4'), (122, 'X20'), (117, 'U24'), (107, 'N'), (101, 'Y21'), (78, 'N20'), (80, 'I'), (100, 'G'), (108, 'E')
Y19         | (41, 'Y7'), (45, 'Y9'), (43, 'Q24'), (49, 'U7'), (46, 'W1'), (50, 'Q8'), (76, 'V17'), (49, 'W2'), (52, 'Y3'), (52, 'R'), (59, 'O8'), (55, 'Z16'), (58, 'Y9'), (82, 'Z14'), (79, 'Z'), (65, 'Y0'), (65, 'U15'), (56, 'V22'), (58, 'K'), (82, 'O14'), (88, 'V19'), (60, 'Y15'), (68, 'Y18'), (74, 'F'), (65, 'H'), (77, 'V'), (76, 'L'), (89, 'Q9'), (96, 'Q17'), (81, 'I'), (92, 'T18'), (75, 'R10'), (84, 'V13'), (68, 'V23'), (83, 'T2'), (81, 'U15'), (86, 'E'), (69, 'N5'), (67, 'B'), (103, 'Z23'), (106, 'Q'), (113, 'Z24'), (97, 'X18'), (109, 'Y12'), (97, 'Z0'), (91, 'O19'), (105, 'Z2'), (112, 'O20'), (97, 'K'), (89, 'W5'), (98, 'Z23'), (95, 'M1'), (87, 'Y8'), (110, 'R7'), (114, 'Y13'), (89, 'Z10'), (118, 'Y23'), (123, 'Z25'), (120, 'Z14'), (132, 'G'), (114, 'C'), (126, 'W0'), (108, 'E'), (129, 'M16'), (79, 'U14'), (115, 'S22'), (98, 'U20'), (96, 'W15'), (74, 'T9'), (96, 'W4'), (112, 'W16'), (97, 'U4'), (122, 'X20'), (117, 'U24'), (107, 'N'), (101, 'Y21'), (78, 'N20'), (80, 'I'), (100, 'G'), (121, 'A')
Y7          | (43, 'Q24'), (45, 'Y9'), (50, 'Q8'), (49, 'U7'), (46, 'W1'), (55, 'Z16'), (76, 'V17'), (49, 'W2'), (52, 'Y3'), (52, 'R'), (59, 'O8'), (65, 'H'), (58, 'Y9'), (82, 'Z14'), (79, 'Z'), (65, 'Y0'), (65, 'U15'), (56, 'V22'), (58, 'K'), (79, 'E'), (88, 'V19'), (60, 'Y15'), (68, 'Y18'), (74, 'F'), (89, 'W5'), (77, 'V'), (76, 'L'), (89, 'Q9'), (96, 'Q17'), (81, 'I'), (92, 'T18'), (75, 'R10'), (84, 'V13'), (68, 'V23'), (83, 'T2'), (81, 'U15'), (86, 'E'), (69, 'N5'), (67, 'B'), (82, 'O14'), (106, 'Q'), (113, 'Z24'), (97, 'X18'), (109, 'Y12'), (97, 'Z0'), (91, 'O19'), (105, 'Z2'), (112, 'O20'), (97, 'K'), (121, 'A'), (98, 'Z23'), (95, 'M1'), (87, 'Y8'), (110, 'R7'), (114, 'Y13'), (89, 'Z10'), (118, 'Y23'), (123, 'Z25'), (120, 'Z14'), (132, 'G'), (114, 'C'), (126, 'W0'), (108, 'E'), (129, 'M16'), (79, 'U14'), (115, 'S22'), (98, 'U20'), (96, 'W15'), (74, 'T9'), (96, 'W4'), (112, 'W16'), (97, 'U4'), (122, 'X20'), (117, 'U24'), (107, 'N'), (101, 'Y21'), (78, 'N20'), (80, 'I'), (100, 'G'), (103, 'Z23')
Q24         | (45, 'Y9'), (46, 'W1'), (50, 'Q8'), (49, 'U7'), (52, 'R'), (55, 'Z16'), (76, 'V17'), (49, 'W2'), (52, 'Y3'), (79, 'E'), (59, 'O8'), (65, 'H'), (58, 'Y9'), (82, 'Z14'), (79, 'Z'), (65, 'Y0'), (65, 'U15'), (56, 'V22'), (58, 'K'), (82, 'O14'), (88, 'V19'), (60, 'Y15'), (68, 'Y18'), (74, 'F'), (89, 'W5'), (77, 'V'), (76, 'L'), (89, 'Q9'), (96, 'Q17'), (81, 'I'), (92, 'T18'), (75, 'R10'), (84, 'V13'), (68, 'V23'), (83, 'T2'), (81, 'U15'), (86, 'E'), (69, 'N5'), (67, 'B'), (85, 'P'), (106, 'Q'), (113, 'Z24'), (97, 'X18'), (109, 'Y12'), (97, 'Z0'), (91, 'O19'), (105, 'Z2'), (112, 'O20'), (97, 'K'), (121, 'A'), (98, 'Z23'), (95, 'M1'), (87, 'Y8'), (110, 'R7'), (114, 'Y13'), (89, 'Z10'), (118, 'Y23'), (123, 'Z25'), (120, 'Z14'), (132, 'G'), (114, 'C'), (126, 'W0'), (108, 'E'), (129, 'M16'), (79, 'U14'), (115, 'S22'), (98, 'U20'), (96, 'W15'), (74, 'T9'), (96, 'W4'), (112, 'W16'), (97, 'U4'), (122, 'X20'), (117, 'U24'), (107, 'N'), (101, 'Y21'), (78, 'N20'), (80, 'I'), (100, 'G'), (103, 'Z23'), (100, 'J')
Y9          | (46, 'W1'), (49, 'U7'), (50, 'Q8'), (49, 'W2'), (52, 'R'), (55, 'Z16'), (76, 'V17'), (65, 'U15'), (52, 'Y3'), (55, 'X'), (59, 'O8'), (65, 'H'), (58, 'Y9'), (82, 'Z14'), (79, 'Z'), (65, 'Y0'), (68, 'V23'), (56, 'V22'), (58, 'K'), (79, 'E'), (88, 'V19'), (60, 'Y15'), (68, 'Y18'), (74, 'F'), (89, 'W5'), (77, 'V'), (76, 'L'), (89, 'Q9'), (96, 'Q17'), (81, 'I'), (92, 'T18'), (75, 'R10'), (84, 'V13'), (74, 'T9'), (83, 'T2'), (81, 'U15'), (86, 'E'), (69, 'N5'), (67, 'B'), (85, 'P'), (82, 'O14'), (113, 'Z24'), (97, 'X18'), (109, 'Y12'), (97, 'Z0'), (91, 'O19'), (105, 'Z2'), (112, 'O20'), (97, 'K'), (121, 'A'), (98, 'Z23'), (95, 'M1'), (87, 'Y8'), (110, 'R7'), (114, 'Y13'), (89, 'Z10'), (118, 'Y23'), (123, 'Z25'), (120, 'Z14'), (132, 'G'), (114, 'C'), (126, 'W0'), (108, 'E'), (129, 'M16'), (79, 'U14'), (115, 'S22'), (98, 'U20'), (96, 'W15'), (100, 'J'), (96, 'W4'), (112, 'W16'), (97, 'U4'), (122, 'X20'), (117, 'U24'), (107, 'N'), (101, 'Y21'), (78, 'N20'), (80, 'I'), (100, 'G'), (103, 'Z23'), (112, 'D'), (106, 'Q')
