dictionary size=  10
list element size=  1000 

Start value = D  Goal value = Y 

Expand Node | Fringe
P15         | (1292, 'H4'), (1356, 'I'), (1540, 'G13'), (1568, 'K'), (1372, 'N13'), (1560, 'G'), (1546, 'V21'), (1744, 'R'), (1710, 'W')
H4          | (1356, 'I'), (1372, 'N13'), (1540, 'G13'), (1568, 'K'), (1710, 'W'), (1560, 'G'), (1546, 'V21'), (1744, 'R')
I           | (1372, 'N13'), (1401, 'P7'), (1540, 'G13'), (1568, 'K'), (1426, 'J15'), (1560, 'G'), (1546, 'V21'), (1744, 'R'), (1736, 'M5'), (1710, 'W'), (1685, 'R9'), (1902, 'R13'), (1876, 'R16'), (1547, 'X6'), (2239, 'X9')
N13         | (1401, 'P7'), (1426, 'J15'), (1540, 'G13'), (1568, 'K'), (1685, 'R9'), (1560, 'G'), (1546, 'V21'), (1744, 'R'), (1736, 'M5'), (1710, 'W'), (2239, 'X9'), (1902, 'R13'), (1876, 'R16'), (1547, 'X6')
P7          | (1426, 'J15'), (1547, 'X6'), (1540, 'G13'), (1568, 'K'), (1685, 'R9'), (1560, 'G'), (1546, 'V21'), (1744, 'R'), (1736, 'M5'), (1710, 'W'), (2239, 'X9'), (1902, 'R13'), (1876, 'R16')
J15         | (1540, 'G13'), (1547, 'X6'), (1546, 'V21'), (1568, 'K'), (1685, 'R9'), (1560, 'G'), (1876, 'R16'), (1744, 'R'), (1736, 'M5'), (1710, 'W'), (2239, 'X9'), (1902, 'R13')
G13         | (1546, 'V21'), (1547, 'X6'), (1560, 'G'), (1568, 'K'), (1685, 'R9'), (1902, 'R13'), (1876, 'R16'), (1744, 'R'), (1736, 'M5'), (1710, 'W'), (2239, 'X9')
V21         | (1547, 'X6'), (1568, 'K'), (1560, 'G'), (1736, 'M5'), (1685, 'R9'), (1902, 'R13'), (1876, 'R16'), (1744, 'R'), (2239, 'X9'), (1710, 'W')
X6          | (1560, 'G'), (1568, 'K'), (1710, 'W'), (1736, 'M5'), (1685, 'R9'), (1902, 'R13'), (1876, 'R16'), (1744, 'R'), (2239, 'X9'), (2332, 'U')
G           | (1568, 'K'), (1574, 'T17'), (1710, 'W'), (1585, 'H12'), (1685, 'R9'), (1774, 'K10'), (1791, 'M9'), (1744, 'R'), (1657, 'P12'), (1809, 'Y18'), (1906, 'H15'), (1902, 'R13'), (2040, 'L8'), (1876, 'R16'), (1873, 'M12'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (1736, 'M5'), (2332, 'U'), (1950, 'V22'), (2173, 'Z0')
K           | (1574, 'T17'), (1585, 'H12'), (1639, 'Z8'), (1657, 'P12'), (1685, 'R9'), (1774, 'K10'), (1710, 'W'), (1744, 'R'), (1736, 'M5'), (1809, 'Y18'), (1906, 'H15'), (1837, 'Q4'), (1893, 'Q24'), (1876, 'R16'), (1713, 'Z10'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2173, 'Z0'), (2332, 'U'), (1950, 'V22'), (2009, 'L13'), (2104, 'L18'), (2066, 'N10'), (1902, 'R13'), (2040, 'L8'), (2281, 'V2'), (2005, 'X11'), (2223, 'Y7'), (1873, 'M12'), (1791, 'M9')
T17         | (1585, 'H12'), (1657, 'P12'), (1639, 'Z8'), (1736, 'M5'), (1685, 'R9'), (1774, 'K10'), (1710, 'W'), (1744, 'R'), (1791, 'M9'), (1809, 'Y18'), (1906, 'H15'), (1837, 'Q4'), (1893, 'Q24'), (1876, 'R16'), (1713, 'Z10'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2173, 'Z0'), (2332, 'U'), (1950, 'V22'), (2009, 'L13'), (2104, 'L18'), (2066, 'N10'), (1902, 'R13'), (2040, 'L8'), (2281, 'V2'), (2005, 'X11'), (2223, 'Y7'), (1873, 'M12')
H12         | (1639, 'Z8'), (1657, 'P12'), (1710, 'W'), (1736, 'M5'), (1685, 'R9'), (1774, 'K10'), (1713, 'Z10'), (1744, 'R'), (1791, 'M9'), (1809, 'Y18'), (1906, 'H15'), (1837, 'Q4'), (1893, 'Q24'), (1876, 'R16'), (1873, 'M12'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2173, 'Z0'), (2332, 'U'), (1950, 'V22'), (2009, 'L13'), (2104, 'L18'), (2066, 'N10'), (1902, 'R13'), (2040, 'L8'), (2281, 'V2'), (2005, 'X11'), (2223, 'Y7')
Z8          | (1657, 'P12'), (1685, 'R9'), (1710, 'W'), (1736, 'M5'), (1809, 'Y18'), (1774, 'K10'), (1713, 'Z10'), (1744, 'R'), (1791, 'M9'), (1950, 'V22'), (1906, 'H15'), (1837, 'Q4'), (1893, 'Q24'), (1876, 'R16'), (1873, 'M12'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2173, 'Z0'), (2332, 'U'), (2223, 'Y7'), (2009, 'L13'), (2104, 'L18'), (2066, 'N10'), (1902, 'R13'), (2040, 'L8'), (2281, 'V2'), (2005, 'X11')
P12         | (1685, 'R9'), (1736, 'M5'), (1710, 'W'), (1744, 'R'), (1809, 'Y18'), (1774, 'K10'), (1713, 'Z10'), (2005, 'X11'), (1791, 'M9'), (1950, 'V22'), (1906, 'H15'), (1837, 'Q4'), (1893, 'Q24'), (1876, 'R16'), (1873, 'M12'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2173, 'Z0'), (2332, 'U'), (2223, 'Y7'), (2009, 'L13'), (2104, 'L18'), (2066, 'N10'), (1902, 'R13'), (2040, 'L8'), (2281, 'V2')
R9          | (1710, 'W'), (1736, 'M5'), (1713, 'Z10'), (1744, 'R'), (1809, 'Y18'), (1774, 'K10'), (1873, 'M12'), (2005, 'X11'), (1791, 'M9'), (1950, 'V22'), (1906, 'H15'), (1837, 'Q4'), (1893, 'Q24'), (1876, 'R16'), (2281, 'V2'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2173, 'Z0'), (2332, 'U'), (2223, 'Y7'), (2009, 'L13'), (2104, 'L18'), (2066, 'N10'), (1902, 'R13'), (2040, 'L8')
W           | (1713, 'Z10'), (1736, 'M5'), (1774, 'K10'), (1744, 'R'), (1809, 'Y18'), (1781, 'Y19'), (1873, 'M12'), (2005, 'X11'), (1791, 'M9'), (1950, 'V22'), (1906, 'H15'), (1902, 'R13'), (1837, 'Q4'), (1876, 'R16'), (2281, 'V2'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2173, 'Z0'), (2332, 'U'), (2223, 'Y7'), (2009, 'L13'), (2104, 'L18'), (2066, 'N10'), (2040, 'L8'), (2600, 'W24'), (1893, 'Q24')
Z10         | (1736, 'M5'), (1744, 'R'), (1774, 'K10'), (1791, 'M9'), (1809, 'Y18'), (1781, 'Y19'), (1873, 'M12'), (2005, 'X11'), (1893, 'Q24'), (1950, 'V22'), (1906, 'H15'), (1902, 'R13'), (1837, 'Q4'), (1876, 'R16'), (2281, 'V2'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2173, 'Z0'), (2332, 'U'), (2223, 'Y7'), (2009, 'L13'), (2104, 'L18'), (2066, 'N10'), (2040, 'L8'), (2600, 'W24')
M5          | (1744, 'R'), (1791, 'M9'), (1774, 'K10'), (1893, 'Q24'), (1809, 'Y18'), (1781, 'Y19'), (1873, 'M12'), (2005, 'X11'), (2173, 'Z0'), (1950, 'V22'), (1906, 'H15'), (1902, 'R13'), (1837, 'Q4'), (1876, 'R16'), (2281, 'V2'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2600, 'W24'), (2332, 'U'), (2223, 'Y7'), (2009, 'L13'), (2104, 'L18'), (2066, 'N10'), (2040, 'L8')
R           | (1774, 'K10'), (1791, 'M9'), (1781, 'Y19'), (1893, 'Q24'), (1809, 'Y18'), (1837, 'Q4'), (1873, 'M12'), (2005, 'X11'), (2173, 'Z0'), (1950, 'V22'), (1906, 'H15'), (1902, 'R13'), (2040, 'L8'), (1876, 'R16'), (2281, 'V2'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2600, 'W24'), (2332, 'U'), (2223, 'Y7'), (2009, 'L13'), (2104, 'L18'), (2066, 'N10')
K10         | (1781, 'Y19'), (1791, 'M9'), (1837, 'Q4'), (1893, 'Q24'), (1809, 'Y18'), (1902, 'R13'), (1873, 'M12'), (2005, 'X11'), (2173, 'Z0'), (1950, 'V22'), (1906, 'H15'), (2066, 'N10'), (2040, 'L8'), (1876, 'R16'), (2281, 'V2'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2600, 'W24'), (2332, 'U'), (2223, 'Y7'), (2009, 'L13'), (2104, 'L18')
Y19         | (1791, 'M9'), (1809, 'Y18'), (1837, 'Q4'), (1893, 'Q24'), (1906, 'H15'), (1902, 'R13'), (1873, 'M12'), (2005, 'X11'), (2173, 'Z0'), (1950, 'V22'), (2009, 'L13'), (2066, 'N10'), (2040, 'L8'), (1876, 'R16'), (2281, 'V2'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2600, 'W24'), (2332, 'U'), (2223, 'Y7'), (2104, 'L18')
M9          | (1809, 'Y18'), (1893, 'Q24'), (1837, 'Q4'), (2005, 'X11'), (1906, 'H15'), (1902, 'R13'), (1873, 'M12'), (2104, 'L18'), (2173, 'Z0'), (1950, 'V22'), (2009, 'L13'), (2066, 'N10'), (2040, 'L8'), (1876, 'R16'), (2281, 'V2'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2600, 'W24'), (2332, 'U'), (2223, 'Y7')
Y18         | (1837, 'Q4'), (1893, 'Q24'), (1873, 'M12'), (2005, 'X11'), (1906, 'H15'), (1902, 'R13'), (1876, 'R16'), (2104, 'L18'), (2173, 'Z0'), (1950, 'V22'), (2009, 'L13'), (2066, 'N10'), (2040, 'L8'), (2223, 'Y7'), (2281, 'V2'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2600, 'W24'), (2332, 'U'), (2133, 'P')
Q4          | (1873, 'M12'), (1893, 'Q24'), (1876, 'R16'), (2005, 'X11'), (1906, 'H15'), (1902, 'R13'), (2133, 'P'), (2104, 'L18'), (2173, 'Z0'), (1950, 'V22'), (2009, 'L13'), (2066, 'N10'), (2040, 'L8'), (2223, 'Y7'), (2281, 'V2'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2600, 'W24'), (2332, 'U')
M12         | (1876, 'R16'), (1893, 'Q24'), (1902, 'R13'), (2005, 'X11'), (1906, 'H15'), (2040, 'L8'), (2133, 'P'), (2104, 'L18'), (2173, 'Z0'), (1950, 'V22'), (2009, 'L13'), (2066, 'N10'), (2332, 'U'), (2223, 'Y7'), (2281, 'V2'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2600, 'W24')
R16         | (1878, 'E'), (1893, 'Q24'), (1902, 'R13'), (1906, 'H15'), (1950, 'V22'), (2040, 'L8'), (2133, 'P'), (2104, 'L18'), (2005, 'X11'), (2600, 'W24'), (2009, 'L13'), (2066, 'N10'), (2332, 'U'), (2223, 'Y7'), (2281, 'V2'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2173, 'Z0')
E           | (1890, 'X15'), (1906, 'H15'), (1893, 'Q24'), (2005, 'X11'), (1950, 'V22'), (2017, 'L6'), (1902, 'R13'), (2104, 'L18'), (2173, 'Z0'), (2221, 'E7'), (2009, 'L13'), (2040, 'L8'), (2332, 'U'), (2223, 'Y7'), (1943, 'X10'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2196, 'K21'), (2066, 'N10'), (2109, 'L10'), (2504, 'O11'), (2526, 'O19'), (2421, 'P21'), (2878, 'Q23'), (2281, 'V2'), (2133, 'P')
X15         | (1893, 'Q24'), (1906, 'H15'), (1902, 'R13'), (2005, 'X11'), (1950, 'V22'), (2017, 'L6'), (1943, 'X10'), (2104, 'L18'), (2173, 'Z0'), (2221, 'E7'), (2009, 'L13'), (2040, 'L8'), (2332, 'U'), (2223, 'Y7'), (2133, 'P'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2196, 'K21'), (2066, 'N10'), (2109, 'L10'), (2504, 'O11'), (2526, 'O19'), (2421, 'P21'), (2878, 'Q23'), (2281, 'V2'), (2532, 'V')
Q24         | (1902, 'R13'), (1906, 'H15'), (1943, 'X10'), (2005, 'X11'), (1950, 'V22'), (2017, 'L6'), (1991, 'Q'), (2104, 'L18'), (2173, 'Z0'), (2221, 'E7'), (2009, 'L13'), (2040, 'L8'), (2332, 'U'), (2223, 'Y7'), (2133, 'P'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2196, 'K21'), (2066, 'N10'), (2109, 'L10'), (2504, 'O11'), (2526, 'O19'), (2421, 'P21'), (2878, 'Q23'), (2532, 'V'), (2281, 'V2')
R13         | (1906, 'H15'), (1950, 'V22'), (1943, 'X10'), (2005, 'X11'), (2009, 'L13'), (2017, 'L6'), (1991, 'Q'), (2104, 'L18'), (2173, 'Z0'), (2221, 'E7'), (2196, 'K21'), (2040, 'L8'), (2332, 'U'), (2223, 'Y7'), (2133, 'P'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2281, 'V2'), (2066, 'N10'), (2109, 'L10'), (2504, 'O11'), (2526, 'O19'), (2421, 'P21'), (2878, 'Q23'), (2532, 'V')
H15         | (1943, 'X10'), (1950, 'V22'), (1991, 'Q'), (2005, 'X11'), (2009, 'L13'), (2017, 'L6'), (2133, 'P'), (2104, 'L18'), (2173, 'Z0'), (2221, 'E7'), (2196, 'K21'), (2040, 'L8'), (2332, 'U'), (2223, 'Y7'), (2532, 'V'), (2492, 'N22'), (2146, 'O25'), (2239, 'X9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2281, 'V2'), (2066, 'N10'), (2109, 'L10'), (2504, 'O11'), (2526, 'O19'), (2421, 'P21'), (2878, 'Q23')
X10         | (1950, 'V22'), (2005, 'X11'), (1991, 'Q'), (2104, 'L18'), (2009, 'L13'), (2017, 'L6'), (2133, 'P'), (2146, 'O25'), (2173, 'Z0'), (2221, 'E7'), (2196, 'K21'), (2040, 'L8'), (2332, 'U'), (2223, 'Y7'), (2532, 'V'), (2492, 'N22'), (2878, 'Q23'), (2239, 'X9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2281, 'V2'), (2066, 'N10'), (2109, 'L10'), (2504, 'O11'), (2526, 'O19'), (2421, 'P21')
V22         | (1991, 'Q'), (2005, 'X11'), (2017, 'L6'), (2104, 'L18'), (2009, 'L13'), (2040, 'L8'), (2133, 'P'), (2146, 'O25'), (2173, 'Z0'), (2221, 'E7'), (2196, 'K21'), (2066, 'N10'), (2332, 'U'), (2223, 'Y7'), (2532, 'V'), (2492, 'N22'), (2878, 'Q23'), (2239, 'X9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2281, 'V2'), (2421, 'P21'), (2109, 'L10'), (2504, 'O11'), (2526, 'O19')
Q           | (2005, 'X11'), (2009, 'L13'), (2017, 'L6'), (2104, 'L18'), (2196, 'K21'), (2040, 'L8'), (2133, 'P'), (2146, 'O25'), (2173, 'Z0'), (2221, 'E7'), (2281, 'V2'), (2066, 'N10'), (2332, 'U'), (2223, 'Y7'), (2232, 'Y12'), (2492, 'N22'), (2878, 'Q23'), (2239, 'X9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2526, 'O19'), (2421, 'P21'), (2109, 'L10'), (2504, 'O11'), (2846, 'R2'), (2251, 'S9'), (2826, 'T11'), (2532, 'V'), (2256, 'Y23')
X11         | (2009, 'L13'), (2104, 'L18'), (2017, 'L6'), (2146, 'O25'), (2196, 'K21'), (2040, 'L8'), (2133, 'P'), (2256, 'Y23'), (2173, 'Z0'), (2221, 'E7'), (2281, 'V2'), (2066, 'N10'), (2332, 'U'), (2223, 'Y7'), (2232, 'Y12'), (2492, 'N22'), (2878, 'Q23'), (2239, 'X9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2526, 'O19'), (2421, 'P21'), (2109, 'L10'), (2504, 'O11'), (2846, 'R2'), (2251, 'S9'), (2826, 'T11'), (2532, 'V')
L13         | (2017, 'L6'), (2104, 'L18'), (2040, 'L8'), (2146, 'O25'), (2196, 'K21'), (2066, 'N10'), (2133, 'P'), (2256, 'Y23'), (2173, 'Z0'), (2221, 'E7'), (2281, 'V2'), (2109, 'L10'), (2332, 'U'), (2223, 'Y7'), (2232, 'Y12'), (2492, 'N22'), (2878, 'Q23'), (2239, 'X9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2526, 'O19'), (2421, 'P21'), (2532, 'V'), (2504, 'O11'), (2846, 'R2'), (2251, 'S9'), (2826, 'T11')
L6          | (2040, 'L8'), (2104, 'L18'), (2066, 'N10'), (2146, 'O25'), (2196, 'K21'), (2109, 'L10'), (2133, 'P'), (2256, 'Y23'), (2173, 'Z0'), (2221, 'E7'), (2281, 'V2'), (2421, 'P21'), (2332, 'U'), (2223, 'Y7'), (2232, 'Y12'), (2492, 'N22'), (2878, 'Q23'), (2239, 'X9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2526, 'O19'), (2826, 'T11'), (2532, 'V'), (2504, 'O11'), (2846, 'R2'), (2251, 'S9'), (2932, 'B')
L8          | (2066, 'N10'), (2104, 'L18'), (2109, 'L10'), (2146, 'O25'), (2196, 'K21'), (2332, 'U'), (2133, 'P'), (2256, 'Y23'), (2173, 'Z0'), (2221, 'E7'), (2281, 'V2'), (2421, 'P21'), (2504, 'O11'), (2223, 'Y7'), (2232, 'Y12'), (2492, 'N22'), (2878, 'Q23'), (2239, 'X9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2526, 'O19'), (2826, 'T11'), (2532, 'V'), (2932, 'B'), (2846, 'R2'), (2251, 'S9')
N10         | (2104, 'L18'), (2146, 'O25'), (2109, 'L10'), (2173, 'Z0'), (2196, 'K21'), (2332, 'U'), (2133, 'P'), (2256, 'Y23'), (2239, 'X9'), (2221, 'E7'), (2281, 'V2'), (2421, 'P21'), (2504, 'O11'), (2223, 'Y7'), (2232, 'Y12'), (2492, 'N22'), (2878, 'Q23'), (2251, 'S9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2526, 'O19'), (2826, 'T11'), (2532, 'V'), (2932, 'B'), (2846, 'R2')
L18         | (2109, 'L10'), (2146, 'O25'), (2133, 'P'), (2173, 'Z0'), (2196, 'K21'), (2332, 'U'), (2223, 'Y7'), (2256, 'Y23'), (2239, 'X9'), (2221, 'E7'), (2281, 'V2'), (2421, 'P21'), (2504, 'O11'), (2846, 'R2'), (2232, 'Y12'), (2492, 'N22'), (2878, 'Q23'), (2251, 'S9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2526, 'O19'), (2826, 'T11'), (2532, 'V'), (2932, 'B')
L10         | (2133, 'P'), (2146, 'O25'), (2223, 'Y7'), (2173, 'Z0'), (2196, 'K21'), (2332, 'U'), (2232, 'Y12'), (2256, 'Y23'), (2239, 'X9'), (2221, 'E7'), (2281, 'V2'), (2421, 'P21'), (2504, 'O11'), (2846, 'R2'), (2932, 'B'), (2492, 'N22'), (2878, 'Q23'), (2251, 'S9'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2526, 'O19'), (2826, 'T11'), (2532, 'V')
P           | (2146, 'O25'), (2173, 'Z0'), (2223, 'Y7'), (2239, 'X9'), (2196, 'K21'), (2278, 'Q22'), (2232, 'Y12'), (2256, 'Y23'), (2251, 'S9'), (2221, 'E7'), (2281, 'V2'), (2332, 'U'), (2365, 'V12'), (2667, 'Z25'), (2932, 'B'), (2492, 'N22'), (2878, 'Q23'), (2532, 'V'), (2636, 'E5'), (2600, 'W24'), (2619, 'F23'), (2577, 'G19'), (2526, 'O19'), (2826, 'T11'), (2421, 'P21'), (3069, 'V10'), (2504, 'O11'), (2846, 'R2')
O25         | (2173, 'Z0'), (2196, 'K21'), (2223, 'Y7'), (2239, 'X9'), (2221, 'E7'), (2278, 'Q22'), (2232, 'Y12'), (2256, 'Y23'), (2251, 'S9'), (2600, 'W24'), (2281, 'V2'), (2332, 'U'), (2365, 'V12'), (2667, 'Z25'), (2932, 'B'), (2492, 'N22'), (2878, 'Q23'), (2532, 'V'), (2636, 'E5'), (2846, 'R2'), (2619, 'F23'), (2577, 'G19'), (2526, 'O19'), (2826, 'T11'), (2421, 'P21'), (3069, 'V10'), (2504, 'O11')
Z0          | (2196, 'K21'), (2221, 'E7'), (2223, 'Y7'), (2239, 'X9'), (2281, 'V2'), (2278, 'Q22'), (2232, 'Y12'), (2256, 'Y23'), (2251, 'S9'), (2600, 'W24'), (2504, 'O11'), (2332, 'U'), (2365, 'V12'), (2667, 'Z25'), (2932, 'B'), (2492, 'N22'), (2878, 'Q23'), (2532, 'V'), (2636, 'E5'), (2846, 'R2'), (2619, 'F23'), (2577, 'G19'), (2526, 'O19'), (2826, 'T11'), (2421, 'P21'), (3069, 'V10')
K21         | (2221, 'E7'), (2239, 'X9'), (2223, 'Y7'), (2251, 'S9'), (2281, 'V2'), (2278, 'Q22'), (2232, 'Y12'), (2256, 'Y23'), (2532, 'V'), (2600, 'W24'), (2504, 'O11'), (2332, 'U'), (2365, 'V12'), (2667, 'Z25'), (2932, 'B'), (2492, 'N22'), (2878, 'Q23'), (3069, 'V10'), (2636, 'E5'), (2846, 'R2'), (2619, 'F23'), (2577, 'G19'), (2526, 'O19'), (2826, 'T11'), (2421, 'P21')
