dictionary size=  100000
list element size=  100 

Start value = P  Goal value = V 

Expand Node | Fringe
W17         | (74583, 'Z24'), (75045, 'U3'), (80139, 'U0'), (79779, 'W1'), (92506, 'T22'), (84747, 'R23'), (82361, 'M13'), (97750, 'T11')
Z24         | (24384, 'J'), (65463, 'C'), (80139, 'U0'), (75045, 'U3'), (92506, 'T22'), (84747, 'R23'), (82361, 'M13'), (97750, 'T11'), (79779, 'W1')
J           | (7636, 'X15'), (7997, 'Z6'), (14673, 'M11'), (65463, 'C'), (76328, 'J11'), (75897, 'Q14'), (54144, 'J7'), (75045, 'U3'), (79779, 'W1'), (92506, 'T22'), (98485, 'K8'), (84747, 'R23'), (80139, 'U0'), (82361, 'M13'), (60606, 'W5'), (97750, 'T11'), (95698, 'Y21')
X15         | (7997, 'Z6'), (65463, 'C'), (14673, 'M11'), (75045, 'U3'), (76328, 'J11'), (75897, 'Q14'), (54144, 'J7'), (95698, 'Y21'), (79779, 'W1'), (92506, 'T22'), (98485, 'K8'), (84747, 'R23'), (80139, 'U0'), (82361, 'M13'), (60606, 'W5'), (97750, 'T11')
Z6          | (14673, 'M11'), (65463, 'C'), (54144, 'J7'), (75045, 'U3'), (76328, 'J11'), (75897, 'Q14'), (60606, 'W5'), (95698, 'Y21'), (79779, 'W1'), (92506, 'T22'), (98485, 'K8'), (84747, 'R23'), (80139, 'U0'), (82361, 'M13'), (97750, 'T11')
M11         | (54144, 'J7'), (65463, 'C'), (60606, 'W5'), (75045, 'U3'), (76328, 'J11'), (75897, 'Q14'), (82361, 'M13'), (95698, 'Y21'), (79779, 'W1'), (92506, 'T22'), (98485, 'K8'), (84747, 'R23'), (80139, 'U0'), (97750, 'T11')
J7          | (60606, 'W5'), (65463, 'C'), (75897, 'Q14'), (75045, 'U3'), (76328, 'J11'), (80139, 'U0'), (82361, 'M13'), (95698, 'Y21'), (79779, 'W1'), (92506, 'T22'), (98485, 'K8'), (84747, 'R23'), (97750, 'T11')
W5          | (65463, 'C'), (75045, 'U3'), (75897, 'Q14'), (79779, 'W1'), (76328, 'J11'), (80139, 'U0'), (82361, 'M13'), (95698, 'Y21'), (97750, 'T11'), (92506, 'T22'), (98485, 'K8'), (84747, 'R23'), (87904, 'H')
C           | (10118, 'E7'), (14723, 'T23'), (22123, 'Y11'), (47561, 'R2'), (15075, 'X24'), (59325, 'K14'), (69619, 'H12'), (79779, 'W1'), (69041, 'R14'), (82440, 'U13'), (34258, 'T13'), (66149, 'Z19'), (80139, 'U0'), (82361, 'M13'), (75045, 'U3'), (95698, 'Y21'), (82711, 'P0'), (97750, 'T11'), (76328, 'J11'), (92506, 'T22'), (87904, 'H'), (98485, 'K8'), (53536, 'V8'), (84747, 'R23'), (75897, 'Q14')
E7          | (14723, 'T23'), (15075, 'X24'), (22123, 'Y11'), (47561, 'R2'), (34258, 'T13'), (59325, 'K14'), (69619, 'H12'), (79779, 'W1'), (69041, 'R14'), (82440, 'U13'), (53536, 'V8'), (66149, 'Z19'), (80139, 'U0'), (82361, 'M13'), (75045, 'U3'), (95698, 'Y21'), (82711, 'P0'), (97750, 'T11'), (76328, 'J11'), (92506, 'T22'), (87904, 'H'), (98485, 'K8'), (75897, 'Q14'), (84747, 'R23')
T23         | (15075, 'X24'), (34258, 'T13'), (22123, 'Y11'), (47561, 'R2'), (53536, 'V8'), (59325, 'K14'), (69619, 'H12'), (79779, 'W1'), (69041, 'R14'), (82440, 'U13'), (75897, 'Q14'), (66149, 'Z19'), (80139, 'U0'), (82361, 'M13'), (75045, 'U3'), (95698, 'Y21'), (82711, 'P0'), (97750, 'T11'), (76328, 'J11'), (92506, 'T22'), (87904, 'H'), (98485, 'K8'), (84747, 'R23')
X24         | (22123, 'Y11'), (34258, 'T13'), (59325, 'K14'), (47561, 'R2'), (53536, 'V8'), (66149, 'Z19'), (69619, 'H12'), (79779, 'W1'), (69041, 'R14'), (82440, 'U13'), (75897, 'Q14'), (84747, 'R23'), (80139, 'U0'), (82361, 'M13'), (75045, 'U3'), (95698, 'Y21'), (82711, 'P0'), (97750, 'T11'), (76328, 'J11'), (92506, 'T22'), (87904, 'H'), (98485, 'K8')
Y11         | (34258, 'T13'), (47561, 'R2'), (59325, 'K14'), (69041, 'R14'), (53536, 'V8'), (66149, 'Z19'), (69619, 'H12'), (79779, 'W1'), (76328, 'J11'), (82440, 'U13'), (75897, 'Q14'), (84747, 'R23'), (80139, 'U0'), (82361, 'M13'), (75045, 'U3'), (95698, 'Y21'), (82711, 'P0'), (97750, 'T11'), (98485, 'K8'), (92506, 'T22'), (87904, 'H')
T13         | (47561, 'R2'), (53536, 'V8'), (59325, 'K14'), (69041, 'R14'), (75897, 'Q14'), (66149, 'Z19'), (69619, 'H12'), (79779, 'W1'), (76328, 'J11'), (82440, 'U13'), (87904, 'H'), (84747, 'R23'), (80139, 'U0'), (82361, 'M13'), (75045, 'U3'), (95698, 'Y21'), (82711, 'P0'), (97750, 'T11'), (98485, 'K8'), (92506, 'T22')
R2          | (53536, 'V8'), (69041, 'R14'), (59325, 'K14'), (76328, 'J11'), (75897, 'Q14'), (66149, 'Z19'), (69619, 'H12'), (79779, 'W1'), (92506, 'T22'), (82440, 'U13'), (87904, 'H'), (84747, 'R23'), (80139, 'U0'), (82361, 'M13'), (75045, 'U3'), (95698, 'Y21'), (82711, 'P0'), (97750, 'T11'), (98485, 'K8')
V8          | (59325, 'K14'), (69041, 'R14'), (66149, 'Z19'), (76328, 'J11'), (75897, 'Q14'), (80139, 'U0'), (69619, 'H12'), (79779, 'W1'), (92506, 'T22'), (82440, 'U13'), (87904, 'H'), (84747, 'R23'), (98485, 'K8'), (82361, 'M13'), (75045, 'U3'), (95698, 'Y21'), (82711, 'P0'), (97750, 'T11')
K14         | (66149, 'Z19'), (69041, 'R14'), (69619, 'H12'), (76328, 'J11'), (75897, 'Q14'), (80139, 'U0'), (75045, 'U3'), (79779, 'W1'), (92506, 'T22'), (82440, 'U13'), (87904, 'H'), (84747, 'R23'), (98485, 'K8'), (82361, 'M13'), (97750, 'T11'), (95698, 'Y21'), (82711, 'P0')
Z19         | (69041, 'R14'), (75897, 'Q14'), (69619, 'H12'), (76328, 'J11'), (82440, 'U13'), (80139, 'U0'), (75045, 'U3'), (79779, 'W1'), (92506, 'T22'), (82711, 'P0'), (87904, 'H'), (84747, 'R23'), (98485, 'K8'), (82361, 'M13'), (97750, 'T11'), (95698, 'Y21')
R14         | (69619, 'H12'), (75897, 'Q14'), (75045, 'U3'), (76328, 'J11'), (82440, 'U13'), (80139, 'U0'), (82361, 'M13'), (79779, 'W1'), (92506, 'T22'), (82711, 'P0'), (87904, 'H'), (84747, 'R23'), (98485, 'K8'), (95698, 'Y21'), (97750, 'T11')
H12         | (75045, 'U3'), (75897, 'Q14'), (80139, 'U0'), (76328, 'J11'), (82440, 'U13'), (84747, 'R23'), (82361, 'M13'), (79779, 'W1'), (92506, 'T22'), (82711, 'P0'), (87904, 'H'), (97750, 'T11'), (98485, 'K8'), (95698, 'Y21')
U3          | (75897, 'Q14'), (76328, 'J11'), (80139, 'U0'), (79779, 'W1'), (82440, 'U13'), (84747, 'R23'), (82361, 'M13'), (95698, 'Y21'), (92506, 'T22'), (82711, 'P0'), (87904, 'H'), (97750, 'T11'), (98485, 'K8')
Q14         | (76328, 'J11'), (79779, 'W1'), (80139, 'U0'), (92506, 'T22'), (82440, 'U13'), (84747, 'R23'), (82361, 'M13'), (95698, 'Y21'), (98485, 'K8'), (82711, 'P0'), (87904, 'H'), (97750, 'T11')
J11         | (79779, 'W1'), (82440, 'U13'), (80139, 'U0'), (92506, 'T22'), (82711, 'P0'), (84747, 'R23'), (82361, 'M13'), (95698, 'Y21'), (98485, 'K8'), (97750, 'T11'), (87904, 'H')
W1          | (80139, 'U0'), (82440, 'U13'), (82361, 'M13'), (92506, 'T22'), (82711, 'P0'), (84747, 'R23'), (87904, 'H'), (95698, 'Y21'), (98485, 'K8'), (97750, 'T11')
U0          | (82361, 'M13'), (82440, 'U13'), (84747, 'R23'), (92506, 'T22'), (82711, 'P0'), (97750, 'T11'), (87904, 'H'), (95698, 'Y21'), (98485, 'K8')
M13         | (82440, 'U13'), (82711, 'P0'), (84747, 'R23'), (92506, 'T22'), (98485, 'K8'), (97750, 'T11'), (87904, 'H'), (95698, 'Y21')
U13         | (82711, 'P0'), (92506, 'T22'), (84747, 'R23'), (95698, 'Y21'), (98485, 'K8'), (97750, 'T11'), (87904, 'H')
P0          | (84747, 'R23'), (92506, 'T22'), (87904, 'H'), (95698, 'Y21'), (98485, 'K8'), (97750, 'T11')
R23         | (87904, 'H'), (92506, 'T22'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8')
H           | (1440, 'U10'), (58936, 'Z16'), (88255, 'W19'), (65224, 'Z25'), (95698, 'Y21'), (97750, 'T11'), (93504, 'Y2'), (98485, 'K8'), (92506, 'T22')
U10         | (58936, 'Z16'), (65224, 'Z25'), (88255, 'W19'), (92506, 'T22'), (95698, 'Y21'), (97750, 'T11'), (93504, 'Y2'), (98485, 'K8')
Z16         | (50508, 'G'), (65224, 'Z25'), (88255, 'W19'), (92506, 'T22'), (95698, 'Y21'), (97750, 'T11'), (93504, 'Y2'), (98485, 'K8')
G           | (2286, 'Z10'), (4524, 'J8'), (4369, 'G24'), (65224, 'Z25'), (77687, 'S23'), (20007, 'W20'), (93504, 'Y2'), (98485, 'K8'), (92506, 'T22'), (95698, 'Y21'), (93947, 'T17'), (97750, 'T11'), (88255, 'W19')
Z10         | (4369, 'G24'), (4524, 'J8'), (20007, 'W20'), (65224, 'Z25'), (77687, 'S23'), (88255, 'W19'), (93504, 'Y2'), (98485, 'K8'), (92506, 'T22'), (95698, 'Y21'), (93947, 'T17'), (97750, 'T11')
G24         | (4524, 'J8'), (65224, 'Z25'), (20007, 'W20'), (92506, 'T22'), (77687, 'S23'), (88255, 'W19'), (93504, 'Y2'), (98485, 'K8'), (97750, 'T11'), (95698, 'Y21'), (93947, 'T17'), (94579, 'B')
J8          | (20007, 'W20'), (65224, 'Z25'), (88255, 'W19'), (92506, 'T22'), (77687, 'S23'), (94579, 'B'), (93504, 'Y2'), (98485, 'K8'), (97750, 'T11'), (95698, 'Y21'), (93947, 'T17')
W20         | (65224, 'Z25'), (77687, 'S23'), (88255, 'W19'), (92506, 'T22'), (93947, 'T17'), (94579, 'B'), (93504, 'Y2'), (98485, 'K8'), (97750, 'T11'), (95698, 'Y21')
Z25         | (40962, 'D'), (77687, 'S23'), (88255, 'W19'), (95698, 'Y21'), (92506, 'T22'), (94579, 'B'), (93504, 'Y2'), (98485, 'K8'), (97750, 'T11'), (93947, 'T17')
D           | (1622, 'D5'), (17400, 'S11'), (35129, 'P19'), (19660, 'K4'), (77687, 'S23'), (52206, 'K23'), (45849, 'K15'), (81081, 'P23'), (27234, 'S5'), (93947, 'T17'), (92506, 'T22'), (94579, 'B'), (88255, 'W19'), (93504, 'Y2'), (83667, 'L10'), (98485, 'K8'), (95698, 'Y21'), (97750, 'T11'), (60656, 'S20')
D5          | (17400, 'S11'), (19660, 'K4'), (35129, 'P19'), (27234, 'S5'), (77687, 'S23'), (52206, 'K23'), (45849, 'K15'), (81081, 'P23'), (60656, 'S20'), (93947, 'T17'), (92506, 'T22'), (94579, 'B'), (88255, 'W19'), (93504, 'Y2'), (83667, 'L10'), (98485, 'K8'), (95698, 'Y21'), (97750, 'T11')
S11         | (19660, 'K4'), (27234, 'S5'), (35129, 'P19'), (48506, 'M'), (77687, 'S23'), (52206, 'K23'), (45849, 'K15'), (81081, 'P23'), (60656, 'S20'), (93947, 'T17'), (92506, 'T22'), (94579, 'B'), (88255, 'W19'), (93504, 'Y2'), (83667, 'L10'), (98485, 'K8'), (95698, 'Y21'), (97750, 'T11')
K4          | (27234, 'S5'), (48506, 'M'), (35129, 'P19'), (60656, 'S20'), (77687, 'S23'), (52206, 'K23'), (45849, 'K15'), (81081, 'P23'), (97750, 'T11'), (93947, 'T17'), (92506, 'T22'), (94579, 'B'), (88255, 'W19'), (93504, 'Y2'), (83667, 'L10'), (98485, 'K8'), (95698, 'Y21')
S5          | (35129, 'P19'), (48506, 'M'), (45849, 'K15'), (60656, 'S20'), (77687, 'S23'), (52206, 'K23'), (83667, 'L10'), (81081, 'P23'), (97750, 'T11'), (93947, 'T17'), (92506, 'T22'), (94579, 'B'), (88255, 'W19'), (93504, 'Y2'), (95698, 'Y21'), (98485, 'K8')
P19         | (45849, 'K15'), (48506, 'M'), (52206, 'K23'), (60656, 'S20'), (77687, 'S23'), (88255, 'W19'), (83667, 'L10'), (81081, 'P23'), (97750, 'T11'), (93947, 'T17'), (92506, 'T22'), (94579, 'B'), (98485, 'K8'), (93504, 'Y2'), (95698, 'Y21')
K15         | (48506, 'M'), (60656, 'S20'), (52206, 'K23'), (81081, 'P23'), (77687, 'S23'), (88255, 'W19'), (83667, 'L10'), (95698, 'Y21'), (97750, 'T11'), (93947, 'T17'), (92506, 'T22'), (94579, 'B'), (98485, 'K8'), (93504, 'Y2')
M           | (28838, 'M20'), (30028, 'V17'), (52206, 'K23'), (45931, 'X4'), (77687, 'S23'), (88255, 'W19'), (83667, 'L10'), (69463, 'T19'), (60656, 'S20'), (93947, 'T17'), (92506, 'T22'), (94579, 'B'), (98485, 'K8'), (93504, 'Y2'), (100091, 'N5'), (95698, 'Y21'), (81081, 'P23'), (97750, 'T11')
M20         | (30028, 'V17'), (45931, 'X4'), (52206, 'K23'), (60656, 'S20'), (77687, 'S23'), (88255, 'W19'), (83667, 'L10'), (69463, 'T19'), (97750, 'T11'), (93947, 'T17'), (92506, 'T22'), (94579, 'B'), (98485, 'K8'), (93504, 'Y2'), (100091, 'N5'), (95698, 'Y21'), (81081, 'P23')
V17         | (45931, 'X4'), (60656, 'S20'), (52206, 'K23'), (69463, 'T19'), (77687, 'S23'), (88255, 'W19'), (83667, 'L10'), (81081, 'P23'), (97750, 'T11'), (93947, 'T17'), (92506, 'T22'), (94579, 'B'), (98485, 'K8'), (93504, 'Y2'), (100091, 'N5'), (95698, 'Y21')
X4          | (52206, 'K23'), (60656, 'S20'), (83667, 'L10'), (69463, 'T19'), (77687, 'S23'), (88255, 'W19'), (93504, 'Y2'), (81081, 'P23'), (97750, 'T11'), (93947, 'T17'), (92506, 'T22'), (94579, 'B'), (98485, 'K8'), (95698, 'Y21'), (100091, 'N5')
K23         | (60656, 'S20'), (69463, 'T19'), (83667, 'L10'), (81081, 'P23'), (77687, 'S23'), (88255, 'W19'), (93504, 'Y2'), (100091, 'N5'), (97750, 'T11'), (93947, 'T17'), (92506, 'T22'), (94579, 'B'), (98485, 'K8'), (95698, 'Y21')
S20         | (69463, 'T19'), (77687, 'S23'), (83667, 'L10'), (81081, 'P23'), (92506, 'T22'), (88255, 'W19'), (93504, 'Y2'), (100091, 'N5'), (97750, 'T11'), (93947, 'T17'), (95698, 'Y21'), (94579, 'B'), (98485, 'K8')
T19         | (77687, 'S23'), (81081, 'P23'), (83667, 'L10'), (97750, 'T11'), (92506, 'T22'), (88255, 'W19'), (93504, 'Y2'), (100091, 'N5'), (98485, 'K8'), (93947, 'T17'), (95698, 'Y21'), (94579, 'B')
S23         | (81081, 'P23'), (92506, 'T22'), (83667, 'L10'), (97750, 'T11'), (93947, 'T17'), (88255, 'W19'), (93504, 'Y2'), (100091, 'N5'), (98485, 'K8'), (94579, 'B'), (95698, 'Y21')
P23         | (83667, 'L10'), (92506, 'T22'), (88255, 'W19'), (97750, 'T11'), (93947, 'T17'), (95698, 'Y21'), (93504, 'Y2'), (100091, 'N5'), (98485, 'K8'), (94579, 'B')
L10         | (88255, 'W19'), (92506, 'T22'), (93504, 'Y2'), (97750, 'T11'), (93947, 'T17'), (95698, 'Y21'), (94579, 'B'), (100091, 'N5'), (98485, 'K8')
W19         | (32870, 'F'), (92506, 'T22'), (93504, 'Y2'), (93947, 'T17'), (98485, 'K8'), (95698, 'Y21'), (94579, 'B'), (100091, 'N5'), (97750, 'T11')
F           | (14258, 'U12'), (49332, 'X7'), (61680, 'L7'), (84951, 'J4'), (88508, 'I18'), (89864, 'P17'), (62902, 'G10'), (93947, 'T17'), (97750, 'T11'), (98485, 'K8'), (92506, 'T22'), (95698, 'Y21'), (93504, 'Y2'), (94579, 'B'), (80509, 'W4'), (100091, 'N5')
U12         | (20437, 'E'), (49332, 'X7'), (61680, 'L7'), (84951, 'J4'), (88508, 'I18'), (89864, 'P17'), (62902, 'G10'), (93947, 'T17'), (97750, 'T11'), (98485, 'K8'), (92506, 'T22'), (95698, 'Y21'), (93504, 'Y2'), (94579, 'B'), (80509, 'W4'), (100091, 'N5')
E           | (5077, 'G22'), (12548, 'L14'), (37671, 'V15'), (49332, 'X7'), (18007, 'G25'), (61680, 'L7'), (62902, 'G10'), (84951, 'J4'), (74435, 'G5'), (80146, 'L21'), (32836, 'Q3'), (89864, 'P17'), (90207, 'Z20'), (94579, 'B'), (80509, 'W4'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (84857, 'J25'), (98485, 'K8'), (88508, 'I18'), (92506, 'T22'), (78145, 'N13'), (95698, 'Y21'), (92540, 'U7'), (93504, 'Y2')
G22         | (12548, 'L14'), (18007, 'G25'), (37671, 'V15'), (49332, 'X7'), (32836, 'Q3'), (61680, 'L7'), (62902, 'G10'), (84951, 'J4'), (74435, 'G5'), (80146, 'L21'), (78145, 'N13'), (89864, 'P17'), (90207, 'Z20'), (94579, 'B'), (80509, 'W4'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (84857, 'J25'), (98485, 'K8'), (88508, 'I18'), (92506, 'T22'), (93504, 'Y2'), (95698, 'Y21'), (92540, 'U7')
L14         | (18007, 'G25'), (32836, 'Q3'), (37671, 'V15'), (49332, 'X7'), (78145, 'N13'), (61680, 'L7'), (62902, 'G10'), (84951, 'J4'), (74435, 'G5'), (80146, 'L21'), (92506, 'T22'), (89864, 'P17'), (90207, 'Z20'), (94579, 'B'), (80509, 'W4'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (84857, 'J25'), (98485, 'K8'), (88508, 'I18'), (92540, 'U7'), (93504, 'Y2'), (95698, 'Y21')
G25         | (32836, 'Q3'), (49332, 'X7'), (37671, 'V15'), (74435, 'G5'), (78145, 'N13'), (61680, 'L7'), (62902, 'G10'), (84951, 'J4'), (84857, 'J25'), (80146, 'L21'), (92506, 'T22'), (89864, 'P17'), (90207, 'Z20'), (94579, 'B'), (80509, 'W4'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18'), (92540, 'U7'), (93504, 'Y2')
Q3          | (37671, 'V15'), (49332, 'X7'), (61680, 'L7'), (74435, 'G5'), (78145, 'N13'), (89864, 'P17'), (62902, 'G10'), (84951, 'J4'), (84857, 'J25'), (80146, 'L21'), (92506, 'T22'), (93504, 'Y2'), (90207, 'Z20'), (94579, 'B'), (80509, 'W4'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18'), (92540, 'U7')
V15         | (49332, 'X7'), (74435, 'G5'), (61680, 'L7'), (84857, 'J25'), (78145, 'N13'), (89864, 'P17'), (62902, 'G10'), (84951, 'J4'), (92540, 'U7'), (80146, 'L21'), (92506, 'T22'), (93504, 'Y2'), (90207, 'Z20'), (94579, 'B'), (80509, 'W4'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18'), (94575, 'B')
X7          | (22838, 'U'), (61680, 'L7'), (62902, 'G10'), (84857, 'J25'), (74435, 'G5'), (89864, 'P17'), (80509, 'W4'), (84951, 'J4'), (92540, 'U7'), (80146, 'L21'), (78145, 'N13'), (93504, 'Y2'), (90207, 'Z20'), (94579, 'B'), (94575, 'B'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18'), (92506, 'T22')
U           | (7238, 'W18'), (17155, 'Z4'), (62902, 'G10'), (84857, 'J25'), (61680, 'L7'), (89864, 'P17'), (80509, 'W4'), (84951, 'J4'), (92540, 'U7'), (80146, 'L21'), (74435, 'G5'), (93504, 'Y2'), (90207, 'Z20'), (94579, 'B'), (94575, 'B'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18'), (92506, 'T22'), (78145, 'N13')
W18         | (17155, 'Z4'), (61680, 'L7'), (62902, 'G10'), (84857, 'J25'), (74435, 'G5'), (89864, 'P17'), (80509, 'W4'), (84951, 'J4'), (92540, 'U7'), (80146, 'L21'), (78145, 'N13'), (93504, 'Y2'), (90207, 'Z20'), (94579, 'B'), (94575, 'B'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18'), (92506, 'T22')
Z4          | (61680, 'L7'), (74435, 'G5'), (62902, 'G10'), (84857, 'J25'), (78145, 'N13'), (89864, 'P17'), (80509, 'W4'), (84951, 'J4'), (92540, 'U7'), (80146, 'L21'), (87144, 'N'), (93504, 'Y2'), (90207, 'Z20'), (94579, 'B'), (94575, 'B'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18'), (92506, 'T22')
L7          | (62902, 'G10'), (74435, 'G5'), (80509, 'W4'), (84857, 'J25'), (78145, 'N13'), (89864, 'P17'), (92506, 'T22'), (84951, 'J4'), (92540, 'U7'), (80146, 'L21'), (87144, 'N'), (93504, 'Y2'), (90207, 'Z20'), (94579, 'B'), (94575, 'B'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18')
G10         | (20389, 'E'), (74435, 'G5'), (80509, 'W4'), (84857, 'J25'), (78145, 'N13'), (89864, 'P17'), (92506, 'T22'), (84951, 'J4'), (92540, 'U7'), (80146, 'L21'), (87144, 'N'), (93504, 'Y2'), (90207, 'Z20'), (94579, 'B'), (94575, 'B'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18')
E           | (5029, 'G22'), (17959, 'G25'), (12500, 'L14'), (84857, 'J25'), (74387, 'G5'), (78097, 'N13'), (32788, 'Q3'), (84951, 'J4'), (92540, 'U7'), (80146, 'L21'), (74435, 'G5'), (84809, 'J25'), (80098, 'L21'), (92492, 'U7'), (37623, 'V15'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18'), (87144, 'N'), (78145, 'N13'), (93504, 'Y2'), (89864, 'P17'), (90207, 'Z20'), (80509, 'W4'), (94579, 'B'), (92506, 'T22'), (94575, 'B'), (90159, 'Z20')
G22         | (12500, 'L14'), (17959, 'G25'), (32788, 'Q3'), (84857, 'J25'), (74387, 'G5'), (78097, 'N13'), (37623, 'V15'), (84951, 'J4'), (92540, 'U7'), (80146, 'L21'), (74435, 'G5'), (84809, 'J25'), (80098, 'L21'), (92492, 'U7'), (90159, 'Z20'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18'), (87144, 'N'), (78145, 'N13'), (93504, 'Y2'), (89864, 'P17'), (90207, 'Z20'), (80509, 'W4'), (94579, 'B'), (92506, 'T22'), (94575, 'B')
L14         | (17959, 'G25'), (74387, 'G5'), (32788, 'Q3'), (84857, 'J25'), (74435, 'G5'), (78097, 'N13'), (37623, 'V15'), (84951, 'J4'), (92540, 'U7'), (80146, 'L21'), (78145, 'N13'), (84809, 'J25'), (80098, 'L21'), (92492, 'U7'), (90159, 'Z20'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18'), (87144, 'N'), (94575, 'B'), (93504, 'Y2'), (89864, 'P17'), (90207, 'Z20'), (80509, 'W4'), (94579, 'B'), (92506, 'T22')
G25         | (32788, 'Q3'), (74387, 'G5'), (37623, 'V15'), (84857, 'J25'), (74435, 'G5'), (78097, 'N13'), (90159, 'Z20'), (84951, 'J4'), (92540, 'U7'), (80146, 'L21'), (78145, 'N13'), (84809, 'J25'), (80098, 'L21'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18'), (87144, 'N'), (94575, 'B'), (93504, 'Y2'), (89864, 'P17'), (90207, 'Z20'), (80509, 'W4'), (94579, 'B'), (94569, 'B')
