dictionary size=  1000
list element size=  10 

Start value = J  Goal value = Q 

Expand Node | Fringe
M11         | (374, 'K21'), (483, 'X16'), (386, 'Y3'), (596, 'Z15'), (659, 'X12'), (742, 'Y11'), (400, 'R16'), (938, 'Q23'), (879, 'U10'), (775, 'T25'), (791, 'N10')
K21         | (386, 'Y3'), (483, 'X16'), (400, 'R16'), (596, 'Z15'), (659, 'X12'), (742, 'Y11'), (791, 'N10'), (938, 'Q23'), (879, 'U10'), (775, 'T25')
Y3          | (400, 'R16'), (483, 'X16'), (742, 'Y11'), (596, 'Z15'), (659, 'X12'), (775, 'T25'), (791, 'N10'), (938, 'Q23'), (879, 'U10')
R16         | (483, 'X16'), (596, 'Z15'), (742, 'Y11'), (879, 'U10'), (659, 'X12'), (775, 'T25'), (791, 'N10'), (938, 'Q23')
X16         | (596, 'Z15'), (659, 'X12'), (742, 'Y11'), (879, 'U10'), (938, 'Q23'), (775, 'T25'), (791, 'N10'), (952, 'P')
Z15         | (659, 'X12'), (879, 'U10'), (742, 'Y11'), (952, 'P'), (938, 'Q23'), (775, 'T25'), (791, 'N10')
X12         | (732, 'D'), (879, 'U10'), (742, 'Y11'), (952, 'P'), (938, 'Q23'), (791, 'N10'), (775, 'T25')
D           | (77, 'U18'), (331, 'M7'), (151, 'T16'), (879, 'U10'), (531, 'K16'), (477, 'V11'), (775, 'T25'), (991, 'L25'), (952, 'P'), (938, 'Q23'), (539, 'S8'), (791, 'N10'), (742, 'Y11')
U18         | (151, 'T16'), (331, 'M7'), (477, 'V11'), (879, 'U10'), (531, 'K16'), (494, 'S'), (775, 'T25'), (991, 'L25'), (952, 'P'), (938, 'Q23'), (539, 'S8'), (791, 'N10'), (742, 'Y11')
T16         | (331, 'M7'), (531, 'K16'), (477, 'V11'), (879, 'U10'), (539, 'S8'), (494, 'S'), (775, 'T25'), (991, 'L25'), (952, 'P'), (938, 'Q23'), (742, 'Y11'), (791, 'N10')
M7          | (477, 'V11'), (531, 'K16'), (494, 'S'), (879, 'U10'), (539, 'S8'), (791, 'N10'), (775, 'T25'), (991, 'L25'), (952, 'P'), (938, 'Q23'), (742, 'Y11')
V11         | (494, 'S'), (531, 'K16'), (742, 'Y11'), (879, 'U10'), (539, 'S8'), (791, 'N10'), (775, 'T25'), (991, 'L25'), (952, 'P'), (938, 'Q23'), (900, 'G')
S           | (148, 'Y20'), (539, 'S8'), (507, 'Y0'), (879, 'U10'), (857, 'U12'), (742, 'Y11'), (531, 'K16'), (932, 'Z6'), (952, 'P'), (938, 'Q23'), (900, 'G'), (1012, 'X7'), (791, 'N10'), (775, 'T25'), (641, 'X15'), (991, 'L25')
Y20         | (507, 'Y0'), (539, 'S8'), (531, 'K16'), (879, 'U10'), (857, 'U12'), (742, 'Y11'), (641, 'X15'), (932, 'Z6'), (952, 'P'), (938, 'Q23'), (900, 'G'), (1012, 'X7'), (791, 'N10'), (775, 'T25'), (991, 'L25')
Y0          | (531, 'K16'), (539, 'S8'), (641, 'X15'), (879, 'U10'), (857, 'U12'), (742, 'Y11'), (775, 'T25'), (932, 'Z6'), (952, 'P'), (938, 'Q23'), (900, 'G'), (1012, 'X7'), (791, 'N10'), (991, 'L25')
K16         | (539, 'S8'), (857, 'U12'), (641, 'X15'), (879, 'U10'), (900, 'G'), (742, 'Y11'), (775, 'T25'), (932, 'Z6'), (952, 'P'), (938, 'Q23'), (991, 'L25'), (1012, 'X7'), (791, 'N10')
S8          | (641, 'X15'), (857, 'U12'), (666, 'N'), (879, 'U10'), (900, 'G'), (742, 'Y11'), (775, 'T25'), (932, 'Z6'), (952, 'P'), (938, 'Q23'), (991, 'L25'), (1012, 'X7'), (791, 'N10')
X15         | (666, 'N'), (857, 'U12'), (742, 'Y11'), (879, 'U10'), (900, 'G'), (791, 'N10'), (775, 'T25'), (932, 'Z6'), (952, 'P'), (938, 'Q23'), (991, 'L25'), (1012, 'X7')
N           | (111, 'V16'), (857, 'U12'), (263, 'T0'), (879, 'U10'), (900, 'G'), (742, 'Y11'), (436, 'T8'), (932, 'Z6'), (952, 'P'), (938, 'Q23'), (991, 'L25'), (791, 'N10'), (775, 'T25'), (1012, 'X7'), (900, 'W9')
V16         | (263, 'T0'), (857, 'U12'), (403, 'F'), (879, 'U10'), (900, 'G'), (742, 'Y11'), (436, 'T8'), (932, 'Z6'), (952, 'P'), (938, 'Q23'), (991, 'L25'), (791, 'N10'), (775, 'T25'), (1012, 'X7'), (900, 'W9')
T0          | (403, 'F'), (857, 'U12'), (436, 'T8'), (879, 'U10'), (900, 'G'), (742, 'Y11'), (900, 'W9'), (932, 'Z6'), (952, 'P'), (938, 'Q23'), (991, 'L25'), (791, 'N10'), (775, 'T25'), (1012, 'X7')
F           | (198, 'Q5'), (292, 'O21'), (704, 'O18'), (314, 'P8'), (526, 'R8'), (775, 'T25'), (742, 'Y11'), (857, 'U12'), (436, 'T8'), (660, 'Q18'), (640, 'W5'), (791, 'N10'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (840, 'Q0'), (938, 'Q23'), (900, 'G'), (991, 'L25')
Q5          | (292, 'O21'), (314, 'P8'), (704, 'O18'), (436, 'T8'), (526, 'R8'), (775, 'T25'), (742, 'Y11'), (857, 'U12'), (840, 'Q0'), (660, 'Q18'), (640, 'W5'), (791, 'N10'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (991, 'L25'), (938, 'Q23'), (900, 'G')
O21         | (314, 'P8'), (436, 'T8'), (704, 'O18'), (840, 'Q0'), (526, 'R8'), (775, 'T25'), (742, 'Y11'), (857, 'U12'), (900, 'G'), (660, 'Q18'), (640, 'W5'), (791, 'N10'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (991, 'L25'), (938, 'Q23')
P8          | (436, 'T8'), (526, 'R8'), (704, 'O18'), (840, 'Q0'), (640, 'W5'), (775, 'T25'), (742, 'Y11'), (857, 'U12'), (900, 'G'), (660, 'Q18'), (938, 'Q23'), (791, 'N10'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (991, 'L25'), (1002, 'E')
T8          | (526, 'R8'), (640, 'W5'), (704, 'O18'), (840, 'Q0'), (660, 'Q18'), (775, 'T25'), (742, 'Y11'), (857, 'U12'), (900, 'G'), (1002, 'E'), (938, 'Q23'), (791, 'N10'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (991, 'L25')
R8          | (65, 'O'), (640, 'W5'), (704, 'O18'), (660, 'Q18'), (938, 'Q23'), (775, 'T25'), (742, 'Y11'), (857, 'U12'), (840, 'Q0'), (1002, 'E'), (991, 'L25'), (791, 'N10'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (900, 'G')
O           | (209, 'U0'), (216, 'W0'), (691, 'Z17'), (660, 'Q18'), (512, 'Y2'), (704, 'O18'), (742, 'Y11'), (857, 'U12'), (840, 'Q0'), (879, 'V5'), (640, 'W5'), (775, 'T25'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (900, 'G'), (1002, 'E'), (938, 'Q23'), (991, 'L25'), (811, 'V0'), (791, 'N10'), (821, 'Z25')
U0          | (216, 'W0'), (512, 'Y2'), (691, 'Z17'), (660, 'Q18'), (640, 'W5'), (704, 'O18'), (742, 'Y11'), (857, 'U12'), (840, 'Q0'), (879, 'V5'), (811, 'V0'), (775, 'T25'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (900, 'G'), (1002, 'E'), (938, 'Q23'), (991, 'L25'), (821, 'Z25'), (791, 'N10'), (1036, 'A')
W0          | (198, 'T'), (640, 'W5'), (512, 'Y2'), (660, 'Q18'), (811, 'V0'), (691, 'Z17'), (742, 'Y11'), (857, 'U12'), (840, 'Q0'), (879, 'V5'), (821, 'Z25'), (704, 'O18'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (900, 'G'), (1002, 'E'), (938, 'Q23'), (991, 'L25'), (1036, 'A'), (791, 'N10'), (775, 'T25')
T           | (93, 'W19'), (640, 'W5'), (512, 'Y2'), (660, 'Q18'), (811, 'V0'), (556, 'Y23'), (742, 'Y11'), (857, 'U12'), (840, 'Q0'), (879, 'V5'), (821, 'Z25'), (704, 'O18'), (691, 'Z17'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (900, 'G'), (1002, 'E'), (938, 'Q23'), (991, 'L25'), (1036, 'A'), (791, 'N10'), (775, 'T25'), (1012, 'X7')
W19         | (512, 'Y2'), (640, 'W5'), (556, 'Y23'), (660, 'Q18'), (811, 'V0'), (691, 'Z17'), (742, 'Y11'), (857, 'U12'), (840, 'Q0'), (879, 'V5'), (821, 'Z25'), (704, 'O18'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (900, 'G'), (1002, 'E'), (938, 'Q23'), (991, 'L25'), (1036, 'A'), (791, 'N10'), (775, 'T25')
Y2          | (556, 'Y23'), (640, 'W5'), (691, 'Z17'), (660, 'Q18'), (811, 'V0'), (704, 'O18'), (742, 'Y11'), (857, 'U12'), (840, 'Q0'), (879, 'V5'), (821, 'Z25'), (775, 'T25'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (900, 'G'), (1002, 'E'), (938, 'Q23'), (991, 'L25'), (1036, 'A'), (791, 'N10')
Y23         | (640, 'W5'), (660, 'Q18'), (691, 'Z17'), (791, 'N10'), (811, 'V0'), (704, 'O18'), (742, 'Y11'), (857, 'U12'), (840, 'Q0'), (879, 'V5'), (821, 'Z25'), (775, 'T25'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (900, 'G'), (1002, 'E'), (938, 'Q23'), (991, 'L25'), (1036, 'A'), (823, 'Y')
W5          | (660, 'Q18'), (791, 'N10'), (691, 'Z17'), (823, 'Y'), (811, 'V0'), (704, 'O18'), (742, 'Y11'), (857, 'U12'), (840, 'Q0'), (879, 'V5'), (821, 'Z25'), (775, 'T25'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (900, 'G'), (1002, 'E'), (938, 'Q23'), (991, 'L25'), (1036, 'A')
Q18         | (691, 'Z17'), (791, 'N10'), (704, 'O18'), (823, 'Y'), (811, 'V0'), (775, 'T25'), (742, 'Y11'), (857, 'U12'), (840, 'Q0'), (879, 'V5'), (821, 'Z25'), (1036, 'A'), (1012, 'X7'), (900, 'W9'), (795, 'F9'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (900, 'G'), (1002, 'E'), (938, 'Q23'), (991, 'L25')
Z17         | (704, 'O18'), (791, 'N10'), (742, 'Y11'), (823, 'Y'), (811, 'V0'), (775, 'T25'), (795, 'F9'), (857, 'U12'), (840, 'Q0'), (879, 'V5'), (821, 'Z25'), (1036, 'A'), (1012, 'X7'), (900, 'W9'), (991, 'L25'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (900, 'G'), (1002, 'E'), (938, 'Q23')
O18         | (742, 'Y11'), (791, 'N10'), (775, 'T25'), (823, 'Y'), (811, 'V0'), (938, 'Q23'), (795, 'F9'), (857, 'U12'), (840, 'Q0'), (879, 'V5'), (821, 'Z25'), (1036, 'A'), (1012, 'X7'), (900, 'W9'), (991, 'L25'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (900, 'G'), (1002, 'E')
Y11         | (775, 'T25'), (791, 'N10'), (795, 'F9'), (823, 'Y'), (811, 'V0'), (938, 'Q23'), (900, 'W9'), (857, 'U12'), (840, 'Q0'), (879, 'V5'), (821, 'Z25'), (1036, 'A'), (1012, 'X7'), (1002, 'E'), (991, 'L25'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (900, 'G')
T25         | (387, 'F'), (791, 'N10'), (795, 'F9'), (811, 'V0'), (821, 'Z25'), (938, 'Q23'), (900, 'W9'), (857, 'U12'), (823, 'Y'), (844, 'K'), (900, 'G'), (1036, 'A'), (1012, 'X7'), (1002, 'E'), (991, 'L25'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (840, 'Q0'), (879, 'V5')
F           | (99, 'V16'), (298, 'P8'), (182, 'Q5'), (823, 'Y'), (688, 'O18'), (510, 'R8'), (276, 'O21'), (857, 'U12'), (840, 'Q0'), (811, 'V0'), (779, 'F9'), (824, 'Q0'), (644, 'Q18'), (624, 'W5'), (991, 'L25'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (791, 'N10'), (1036, 'A'), (938, 'Q23'), (1012, 'X7'), (795, 'F9'), (1002, 'E'), (900, 'W9')
V16         | (182, 'Q5'), (298, 'P8'), (276, 'O21'), (823, 'Y'), (688, 'O18'), (510, 'R8'), (624, 'W5'), (857, 'U12'), (840, 'Q0'), (811, 'V0'), (779, 'F9'), (824, 'Q0'), (644, 'Q18'), (900, 'W9'), (991, 'L25'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (791, 'N10'), (1036, 'A'), (938, 'Q23'), (1012, 'X7'), (795, 'F9'), (1002, 'E')
Q5          | (276, 'O21'), (298, 'P8'), (510, 'R8'), (823, 'Y'), (688, 'O18'), (644, 'Q18'), (624, 'W5'), (857, 'U12'), (840, 'Q0'), (811, 'V0'), (779, 'F9'), (824, 'Q0'), (795, 'F9'), (900, 'W9'), (991, 'L25'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (791, 'N10'), (1036, 'A'), (938, 'Q23'), (1012, 'X7'), (1002, 'E')
O21         | (298, 'P8'), (688, 'O18'), (510, 'R8'), (823, 'Y'), (779, 'F9'), (644, 'Q18'), (624, 'W5'), (857, 'U12'), (840, 'Q0'), (811, 'V0'), (791, 'N10'), (824, 'Q0'), (795, 'F9'), (900, 'W9'), (991, 'L25'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (1012, 'X7')
P8          | (510, 'R8'), (688, 'O18'), (624, 'W5'), (823, 'Y'), (779, 'F9'), (644, 'Q18'), (900, 'W9'), (857, 'U12'), (840, 'Q0'), (811, 'V0'), (791, 'N10'), (824, 'Q0'), (795, 'F9'), (1012, 'X7'), (991, 'L25'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (986, 'E')
R8          | (49, 'O'), (688, 'O18'), (624, 'W5'), (823, 'Y'), (779, 'F9'), (644, 'Q18'), (900, 'W9'), (857, 'U12'), (840, 'Q0'), (811, 'V0'), (791, 'N10'), (824, 'Q0'), (795, 'F9'), (1012, 'X7'), (991, 'L25'), (932, 'Z6'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (986, 'E')
O           | (193, 'U0'), (688, 'O18'), (200, 'W0'), (805, 'Z25'), (779, 'F9'), (644, 'Q18'), (496, 'Y2'), (823, 'Y'), (840, 'Q0'), (811, 'V0'), (791, 'N10'), (824, 'Q0'), (795, 'F9'), (863, 'V5'), (624, 'W5'), (857, 'U12'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (986, 'E'), (795, 'V0'), (1012, 'X7'), (900, 'W9'), (991, 'L25'), (675, 'Z17'), (932, 'Z6')
U0          | (200, 'W0'), (688, 'O18'), (496, 'Y2'), (805, 'Z25'), (779, 'F9'), (644, 'Q18'), (624, 'W5'), (823, 'Y'), (840, 'Q0'), (811, 'V0'), (791, 'N10'), (824, 'Q0'), (795, 'F9'), (863, 'V5'), (675, 'Z17'), (857, 'U12'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (986, 'E'), (795, 'V0'), (1012, 'X7'), (900, 'W9'), (991, 'L25'), (932, 'Z6'), (1020, 'A')
W0          | (182, 'T'), (496, 'Y2'), (624, 'W5'), (688, 'O18'), (779, 'F9'), (644, 'Q18'), (675, 'Z17'), (805, 'Z25'), (840, 'Q0'), (811, 'V0'), (791, 'N10'), (824, 'Q0'), (795, 'F9'), (863, 'V5'), (932, 'Z6'), (823, 'Y'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (986, 'E'), (795, 'V0'), (1012, 'X7'), (900, 'W9'), (991, 'L25'), (1020, 'A'), (857, 'U12')
T           | (77, 'W19'), (496, 'Y2'), (624, 'W5'), (540, 'Y23'), (779, 'F9'), (644, 'Q18'), (675, 'Z17'), (688, 'O18'), (840, 'Q0'), (811, 'V0'), (791, 'N10'), (824, 'Q0'), (795, 'F9'), (863, 'V5'), (932, 'Z6'), (805, 'Z25'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (986, 'E'), (795, 'V0'), (1012, 'X7'), (900, 'W9'), (991, 'L25'), (1020, 'A'), (857, 'U12'), (823, 'Y')
W19         | (496, 'Y2'), (540, 'Y23'), (624, 'W5'), (688, 'O18'), (779, 'F9'), (644, 'Q18'), (675, 'Z17'), (805, 'Z25'), (840, 'Q0'), (811, 'V0'), (791, 'N10'), (824, 'Q0'), (795, 'F9'), (863, 'V5'), (932, 'Z6'), (823, 'Y'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (986, 'E'), (795, 'V0'), (1012, 'X7'), (900, 'W9'), (991, 'L25'), (1020, 'A'), (857, 'U12')
Y2          | (540, 'Y23'), (688, 'O18'), (624, 'W5'), (805, 'Z25'), (779, 'F9'), (644, 'Q18'), (675, 'Z17'), (823, 'Y'), (840, 'Q0'), (811, 'V0'), (791, 'N10'), (824, 'Q0'), (795, 'F9'), (863, 'V5'), (932, 'Z6'), (857, 'U12'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (986, 'E'), (795, 'V0'), (1012, 'X7'), (900, 'W9'), (991, 'L25'), (1020, 'A')
Y23         | (624, 'W5'), (688, 'O18'), (644, 'Q18'), (805, 'Z25'), (779, 'F9'), (795, 'F9'), (675, 'Z17'), (823, 'Y'), (840, 'Q0'), (811, 'V0'), (791, 'N10'), (824, 'Q0'), (795, 'V0'), (863, 'V5'), (807, 'Y'), (857, 'U12'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (986, 'E'), (1020, 'A'), (1012, 'X7'), (900, 'W9'), (991, 'L25'), (932, 'Z6')
W5          | (644, 'Q18'), (688, 'O18'), (675, 'Z17'), (805, 'Z25'), (779, 'F9'), (795, 'F9'), (807, 'Y'), (823, 'Y'), (840, 'Q0'), (811, 'V0'), (791, 'N10'), (824, 'Q0'), (795, 'V0'), (863, 'V5'), (932, 'Z6'), (857, 'U12'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (986, 'E'), (1020, 'A'), (1012, 'X7'), (900, 'W9'), (991, 'L25')
Q18         | (675, 'Z17'), (688, 'O18'), (795, 'F9'), (805, 'Z25'), (779, 'F9'), (795, 'V0'), (807, 'Y'), (823, 'Y'), (840, 'Q0'), (811, 'V0'), (791, 'N10'), (824, 'Q0'), (986, 'E'), (863, 'V5'), (932, 'Z6'), (857, 'U12'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'G'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (991, 'L25'), (1020, 'A'), (1012, 'X7'), (900, 'W9')
Z17         | (688, 'O18'), (779, 'F9'), (795, 'F9'), (805, 'Z25'), (791, 'N10'), (795, 'V0'), (807, 'Y'), (823, 'Y'), (840, 'Q0'), (811, 'V0'), (900, 'G'), (824, 'Q0'), (986, 'E'), (863, 'V5'), (932, 'Z6'), (857, 'U12'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (821, 'Z25'), (900, 'W9'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (991, 'L25'), (1020, 'A'), (1012, 'X7')
O18         | (779, 'F9'), (791, 'N10'), (795, 'F9'), (805, 'Z25'), (811, 'V0'), (795, 'V0'), (807, 'Y'), (823, 'Y'), (840, 'Q0'), (821, 'Z25'), (900, 'G'), (824, 'Q0'), (986, 'E'), (863, 'V5'), (932, 'Z6'), (857, 'U12'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (1012, 'X7'), (900, 'W9'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (991, 'L25'), (1020, 'A')
F9          | (791, 'N10'), (805, 'Z25'), (795, 'F9'), (823, 'Y'), (811, 'V0'), (795, 'V0'), (807, 'Y'), (857, 'U12'), (840, 'Q0'), (821, 'Z25'), (900, 'G'), (824, 'Q0'), (978, 'E'), (863, 'V5'), (932, 'Z6'), (1020, 'A'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (1012, 'X7'), (900, 'W9'), (1002, 'E'), (1036, 'A'), (938, 'Q23'), (991, 'L25'), (986, 'E')
N10         | (795, 'F9'), (805, 'Z25'), (795, 'V0'), (823, 'Y'), (811, 'V0'), (824, 'Q0'), (807, 'Y'), (857, 'U12'), (840, 'Q0'), (821, 'Z25'), (900, 'G'), (938, 'Q23'), (978, 'E'), (863, 'V5'), (932, 'Z6'), (1020, 'A'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (1012, 'X7'), (900, 'W9'), (1002, 'E'), (1036, 'A'), (986, 'E'), (991, 'L25')
F9          | (795, 'V0'), (805, 'Z25'), (807, 'Y'), (823, 'Y'), (811, 'V0'), (824, 'Q0'), (863, 'V5'), (857, 'U12'), (840, 'Q0'), (821, 'Z25'), (900, 'G'), (938, 'Q23'), (978, 'E'), (991, 'L25'), (932, 'Z6'), (1020, 'A'), (879, 'U10'), (952, 'P'), (879, 'V5'), (844, 'K'), (1012, 'X7'), (900, 'W9'), (1002, 'E'), (1036, 'A'), (986, 'E')
V0          | (805, 'Z25'), (811, 'V0'), (807, 'Y'), (823, 'Y'), (821, 'Z25'), (824, 'Q0'), (863, 'V5'), (857, 'U12'), (840, 'Q0'), (844, 'K'), (900, 'G'), (938, 'Q23'), (978, 'E'), (991, 'L25'), (932, 'Z6'), (1020, 'A'), (879, 'U10'), (952, 'P'), (879, 'V5'), (986, 'E'), (1012, 'X7'), (900, 'W9'), (1002, 'E'), (1036, 'A')
Z25         | (807, 'Y'), (811, 'V0'), (824, 'Q0'), (823, 'Y'), (821, 'Z25'), (938, 'Q23'), (863, 'V5'), (857, 'U12'), (840, 'Q0'), (844, 'K'), (900, 'G'), (1036, 'A'), (978, 'E'), (991, 'L25'), (932, 'Z6'), (1020, 'A'), (879, 'U10'), (952, 'P'), (879, 'V5'), (986, 'E'), (1012, 'X7'), (900, 'W9'), (1002, 'E')
Y           | (811, 'V0'), (821, 'Z25'), (824, 'Q0'), (823, 'Y'), (844, 'K'), (938, 'Q23'), (863, 'V5'), (857, 'U12'), (840, 'Q0'), (986, 'E'), (900, 'G'), (1036, 'A'), (978, 'E'), (991, 'L25'), (932, 'Z6'), (1020, 'A'), (879, 'U10'), (952, 'P'), (879, 'V5'), (1002, 'E'), (1012, 'X7'), (900, 'W9')
V0          | (821, 'Z25'), (823, 'Y'), (824, 'Q0'), (840, 'Q0'), (844, 'K'), (938, 'Q23'), (863, 'V5'), (857, 'U12'), (879, 'V5'), (986, 'E'), (900, 'G'), (1036, 'A'), (978, 'E'), (991, 'L25'), (932, 'Z6'), (1020, 'A'), (879, 'U10'), (952, 'P'), (900, 'W9'), (1002, 'E'), (1012, 'X7')
