Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
192.168.1.101-67.212.184.66-2156-80-6,192.168.1.101,2156,67.212.184.66,80,6,13/06/2010 06:01:46,38389135,2,0,12,0,6,6,6,0,0,0,0,0,0.312588445,0.052098074,3.84E+07,0,3.84E+07,3.84E+07,3.84E+07,3.84E+07,0,3.84E+07,3.84E+07,0,0,0,0,0,0,0,0,0,40,0,0.052098074,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,17520,-1,1,20,0,0,0,0,0,0,0,0
192.168.1.101-192.168.5.122-2482-110-6,192.168.1.101,2482,192.168.5.122,110,6,13/06/2010 06:02:32,14285,6,13,45,132,15,0,7.5,5.282045058,20,0,10.15384615,7.081032809,12390.61953,1330.066503,793.6111111,2322.672323,10087,54,13758,2751.6,4350.821049,10533,709,13949,1162.416667,2907.233157,10352,54,0,0,0,0,128,276,420.0210011,910.0455023,0,20,8.85,6.698585868,44.87105263,0,0,0,1,0,0,0,0,2,9.315789474,7.5,10.15384615,128,0,0,0,0,0,0,6,45,13,132,16384,5840,5,20,0,0,0,0,0,0,0,0
192.168.1.101-192.168.5.122-2482-110-6,192.168.5.122,110,192.168.1.101,2482,6,13/06/2010 06:02:32,259,1,2,18,12,18,18,18,0,6,6,6,0,115830.1158,11583.01158,129.5,109.6015511,207,52,0,0,0,0,0,52,52,0,52,52,1,0,0,0,20,40,3861.003861,7722.007722,6,18,12,6.92820323,48,0,1,0,0,1,1,0,0,2,16,18,6,20,0,0,0,0,0,0,1,18,2,12,5840,17452,0,20,0,0,0,0,0,0,0,0
192.168.2.112-192.168.5.122-3739-110-6,192.168.2.112,3739,192.168.5.122,110,6,13/06/2010 06:02:55,15644,6,13,47,132,16,0,7.833333333,5.741660619,20,0,10.15384615,7.081032809,11442.08642,1214.52314,869.1111111,2608.029048,11305,35,15113,3022.6,4955.250327,11885,678,15301,1275.083333,3268.100072,11610,35,0,0,0,0,128,276,383.5336231,830.9895167,0,20,8.95,6.778254705,45.94473684,0,0,0,1,0,0,0,0,2,9.421052632,7.833333333,10.15384615,128,0,0,0,0,0,0,6,47,13,132,64240,5840,5,20,0,0,0,0,0,0,0,0
192.168.2.112-192.168.5.122-3739-110-6,192.168.5.122,110,192.168.2.112,3739,6,13/06/2010 06:02:55,230,1,2,18,12,18,18,18,0,6,6,6,0,130434.7826,13043.47826,115,110.3086579,193,37,0,0,0,0,0,37,37,0,37,37,1,0,0,0,20,40,4347.826087,8695.652174,6,18,12,6.92820323,48,0,1,0,0,1,1,0,0,2,16,18,6,20,0,0,0,0,0,0,1,18,2,12,5840,64172,0,20,0,0,0,0,0,0,0,0
192.168.5.122-224.0.0.251-5353-5353-17,192.168.5.122,5353,224.0.0.251,5353,17,13/06/2010 06:01:06,119137132,130,0,5856,0,56,44,45.04615385,3.305765549,0,0,0,0,49.1534411,1.091179533,923543.6589,659001.1728,3386362,109367,1.19E+08,923543.6589,659001.1728,3386362,109367,0,0,0,0,0,0,0,0,0,2527,0,1.091179533,0,44,56,45.03816794,3.294294789,10.85237816,0,0,0,0,0,0,0,0,0,45.38461538,45.04615385,0,2527,0,0,0,0,0,0,130,5856,0,0,-1,-1,129,-1,0,0,0,0,0,0,0,0
192.168.1.104-192.168.5.122-1452-143-6,192.168.5.122,143,192.168.1.104,1452,6,13/06/2010 06:01:14,119975278,4,1,68,6,17,17,17,0,6,6,6,0,0.616793736,0.041675252,3.00E+07,5.98E+07,1.20E+08,167,1.20E+08,4.00E+07,6.93E+07,1.20E+08,167,0,0,0,0,0,1,0,0,0,80,20,0.033340202,0.00833505,6,17,15.16666667,4.490731195,20.16666667,0,1,0,0,1,0,0,0,0,18.2,17,6,80,0,0,0,0,0,0,4,68,1,6,8576,16959,3,20,208532,0,208532,208532,1.20E+08,0,1.20E+08,1.20E+08
192.168.2.111-192.168.5.122-4479-143-6,192.168.2.111,4479,192.168.5.122,143,6,13/06/2010 06:03:22,127041,15,28,247,2022,44,0,16.46666667,14.71571884,309,0,72.21428571,96.89259313,17860.37578,338.4734062,3024.785714,11325.05062,59829,153,127041,9074.357143,18866.32998,60340,206,126250,4675.925926,14055.22259,60141,153,0,0,0,0,308,576,118.0721184,220.4012878,0,309,51.56818182,82.06474974,6734.62315,0,0,0,1,0,0,0,0,1,52.76744186,16.46666667,72.21428571,308,0,0,0,0,0,0,15,247,28,2022,64240,5840,14,20,0,0,0,0,0,0,0,0
192.168.2.111-192.168.5.122-4479-143-6,192.168.5.122,143,192.168.2.111,4479,6,13/06/2010 06:03:22,303,3,0,26,0,10,6,8.666666667,2.309401077,0,0,0,0,85808.58086,9900.990099,151.5,12.02081528,160,143,303,151.5,12.02081528,160,143,0,0,0,0,0,1,0,0,0,60,0,9900.990099,0,6,10,9,2,4,0,1,0,0,1,0,0,0,0,12,8.666666667,0,60,0,0,0,0,0,0,3,26,0,0,5840,-1,2,20,0,0,0,0,0,0,0,0
192.168.2.111-192.168.5.122-4479-143-6,192.168.2.111,4479,192.168.5.122,143,6,13/06/2010 06:03:22,118,1,1,6,6,6,6,6,0,6,6,6,0,101694.9153,16949.15254,118,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8474.576271,8474.576271,6,6,6,0,0,1,0,0,0,0,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,0,5840,0,20,0,0,0,0,0,0,0,0
192.168.2.111-192.168.5.122-4480-143-6,192.168.2.111,4480,192.168.5.122,143,6,13/06/2010 06:03:22,361139,15,26,348,3918,162,0,23.2,39.62538869,442,0,150.6923077,169.4732473,11812.62616,113.5296936,9028.475,26630.30572,121965,39,361139,25795.64286,41280.63066,122433,39,238784,9551.36,30979.73404,140202,151,0,0,0,0,308,536,41.53525374,71.99443981,0,442,101.5714286,148.5863702,22077.90941,0,0,0,1,0,0,0,0,1,104.0487805,23.2,150.6923077,308,0,0,0,0,0,0,15,348,26,3918,64240,6432,14,20,0,0,0,0,0,0,0,0
192.168.2.111-192.168.5.122-4480-143-6,192.168.5.122,143,192.168.2.111,4480,6,13/06/2010 06:03:22,148,2,0,71,0,46,25,35.5,14.8492424,0,0,0,0,479729.7297,13513.51351,148,0,148,148,148,148,0,148,148,0,0,0,0,0,1,0,0,0,40,0,13513.51351,0,25,46,32,12.12435565,147,0,1,0,0,1,0,0,0,0,48,35.5,0,40,0,0,0,0,0,0,2,71,0,0,6432,-1,1,20,0,0,0,0,0,0,0,0
192.168.2.111-192.168.5.122-4480-143-6,192.168.5.122,143,192.168.2.111,4480,6,13/06/2010 06:03:22,220,2,0,71,0,46,25,35.5,14.8492424,0,0,0,0,322727.2727,9090.909091,220,0,220,220,220,220,0,220,220,0,0,0,0,0,1,0,0,0,40,0,9090.909091,0,25,46,32,12.12435565,147,0,1,0,0,1,0,0,0,0,48,35.5,0,40,0,0,0,0,0,0,2,71,0,0,6432,-1,1,20,0,0,0,0,0,0,0,0
192.168.2.108-192.168.5.122-1873-110-6,192.168.2.108,1873,192.168.5.122,110,6,13/06/2010 06:03:34,15369,6,13,45,132,15,0,7.5,5.282045058,20,0,10.15384615,7.081032809,11516.68944,1236.254799,853.8333333,2271.390796,9918,36,14809,2961.8,4326.605563,10692,722,15034,1252.833333,2895.67109,10348,36,0,0,0,0,128,276,390.3962522,845.8585464,0,20,8.85,6.698585868,44.87105263,0,0,0,1,0,0,0,0,2,9.315789474,7.5,10.15384615,128,0,0,0,0,0,0,6,45,13,132,16384,5840,5,20,0,0,0,0,0,0,0,0
192.168.2.108-192.168.5.122-1873-110-6,192.168.5.122,110,192.168.2.108,1873,6,13/06/2010 06:03:34,431,1,2,18,12,18,18,18,0,6,6,6,0,69605.56845,6960.556845,215.5,12.02081528,224,207,0,0,0,0,0,207,207,0,207,207,1,0,0,0,20,40,2320.185615,4640.37123,6,18,12,6.92820323,48,0,1,0,0,1,1,0,0,2,16,18,6,20,0,0,0,0,0,0,1,18,2,12,5840,17452,0,20,0,0,0,0,0,0,0,0
192.168.1.105-192.168.5.122-19620-110-6,192.168.1.105,19620,192.168.5.122,110,6,13/06/2010 06:03:42,14328,6,13,45,132,15,0,7.5,5.282045058,20,0,10.15384615,7.081032809,12353.43384,1326.074819,796,2288.783186,9952,36,13843,2768.6,4289.848109,10441,707,13993,1166.083333,2886.188063,10283,36,0,0,0,0,128,276,418.760469,907.3143495,0,20,8.85,6.698585868,44.87105263,0,0,0,1,0,0,0,0,2,9.315789474,7.5,10.15384615,128,0,0,0,0,0,0,6,45,13,132,16384,5840,5,20,0,0,0,0,0,0,0,0
192.168.1.105-192.168.5.122-19620-110-6,192.168.5.122,110,192.168.1.105,19620,6,13/06/2010 06:03:42,293,1,2,18,12,18,18,18,0,6,6,6,0,102389.0785,10238.90785,146.5,122.3294731,233,60,0,0,0,0,0,60,60,0,60,60,1,0,0,0,20,40,3412.969283,6825.938567,6,18,12,6.92820323,48,0,1,0,0,1,1,0,0,2,16,18,6,20,0,0,0,0,0,0,1,18,2,12,5840,17452,0,20,0,0,0,0,0,0,0,0
192.168.3.116-192.168.5.122-2756-143-6,192.168.5.122,143,192.168.3.116,2756,6,13/06/2010 06:02:02,119975237,4,1,68,6,17,17,17,0,6,6,6,0,0.616793947,0.041675267,3.00E+07,5.99E+07,1.20E+08,176,1.20E+08,4.00E+07,6.93E+07,1.20E+08,176,0,0,0,0,0,1,0,0,0,80,20,0.033340213,0.008335053,6,17,15.16666667,4.490731195,20.16666667,0,1,0,0,1,0,0,0,0,18.2,17,6,80,0,0,0,0,0,0,4,68,1,6,8576,17503,3,20,110879,0,110879,110879,1.20E+08,0,1.20E+08,1.20E+08
192.168.1.104-192.168.5.122-22957-143-6,192.168.1.104,22957,192.168.5.122,143,6,13/06/2010 06:04:17,45706,15,28,245,2020,44,0,16.33333333,14.5634899,309,0,72.14285714,96.89616982,49555.857,940.7955192,1088.238095,2812.485931,15069,146,45706,3264.714286,5434.266088,16503,170,44877,1662.111111,3562.371761,15463,146,0,0,0,0,308,576,328.1844834,612.6110358,0,309,51.47727273,82.06675916,6734.95296,0,0,0,1,0,0,0,0,1,52.6744186,16.33333333,72.14285714,308,0,0,0,0,0,0,15,245,28,2020,16384,5840,14,20,0,0,0,0,0,0,0,0
192.168.1.104-192.168.5.122-22957-143-6,192.168.5.122,143,192.168.1.104,22957,6,13/06/2010 06:04:17,53,2,0,16,0,10,6,8,2.828427125,0,0,0,0,301886.7925,37735.84906,53,0,53,53,53,53,0,53,53,0,0,0,0,0,1,0,0,0,40,0,37735.84906,0,6,10,8.666666667,2.309401077,5.333333333,0,1,0,0,1,0,0,0,0,13,8,0,40,0,0,0,0,0,0,2,16,0,0,5840,-1,1,20,0,0,0,0,0,0,0,0
192.168.1.104-192.168.5.122-22957-143-6,192.168.5.122,143,192.168.1.104,22957,6,13/06/2010 06:04:17,53,2,0,16,0,10,6,8,2.828427125,0,0,0,0,301886.7925,37735.84906,53,0,53,53,53,53,0,53,53,0,0,0,0,0,1,0,0,0,40,0,37735.84906,0,6,10,8.666666667,2.309401077,5.333333333,0,1,0,0,1,0,0,0,0,13,8,0,40,0,0,0,0,0,0,2,16,0,0,5840,-1,1,20,0,0,0,0,0,0,0,0
192.168.1.104-192.168.5.122-22958-143-6,192.168.1.104,22958,192.168.5.122,143,6,13/06/2010 06:04:17,30205,13,24,319,3596,161,0,24.53846154,42.14580917,439,0,149.8333333,158.047232,129614.3023,1224.962755,839.0277778,1785.610044,10036,153,30205,2517.083333,3128.601095,11140,229,28927,1257.695652,2328.826908,10608,153,0,0,0,0,268,496,430.3923192,794.5704354,0,439,103.0263158,141.3363798,19975.97226,0,0,0,1,0,0,0,0,1,105.8108108,24.53846154,149.8333333,268,0,0,0,0,0,0,13,319,24,3596,16384,6432,12,20,0,0,0,0,0,0,0,0
192.168.1.104-192.168.5.122-22958-143-6,192.168.5.122,143,192.168.1.104,22958,6,13/06/2010 06:04:17,361,3,0,26,0,10,6,8.666666667,2.309401077,0,0,0,0,72022.16066,8310.249307,180.5,54.44722215,219,142,361,180.5,54.44722215,219,142,0,0,0,0,0,1,0,0,0,60,0,8310.249307,0,6,10,9,2,4,0,1,0,0,1,0,0,0,0,12,8.666666667,0,60,0,0,0,0,0,0,3,26,0,0,6432,-1,2,20,0,0,0,0,0,0,0,0
192.168.4.120-192.168.5.122-3979-110-6,192.168.4.120,3979,192.168.5.122,110,6,13/06/2010 06:04:23,3008901,6,15,47,172,16,0,7.833333333,5.741660619,20,0,11.46666667,7.414914186,72.78404972,6.979292439,150445.05,668731.6299,2991555,39,3008342,601668.4,1336643.77,2992719,855,3008553,214896.6429,799181.9684,2991555,39,0,0,0,0,128,316,1.994083554,4.985208885,0,20,9.954545455,7.220851241,52.14069264,0,0,0,1,0,0,0,0,2,10.42857143,7.833333333,11.46666667,128,0,0,0,0,0,0,6,47,15,172,16384,5840,5,20,0,0,0,0,0,0,0,0
192.168.4.120-192.168.5.122-3979-110-6,192.168.5.122,110,192.168.4.120,3979,6,13/06/2010 06:04:26,274,1,2,18,12,18,18,18,0,6,6,6,0,109489.0511,10948.90511,137,107.4802307,213,61,0,0,0,0,0,61,61,0,61,61,1,0,0,0,20,40,3649.635036,7299.270073,6,18,12,6.92820323,48,0,1,0,0,1,1,0,0,2,16,18,6,20,0,0,0,0,0,0,1,18,2,12,5840,17452,0,20,0,0,0,0,0,0,0,0
192.168.2.110-192.168.5.122-2211-110-6,192.168.2.110,2211,192.168.5.122,110,6,13/06/2010 06:04:31,92818,6,13,47,132,16,0,7.833333333,5.741660619,20,0,10.15384615,7.081032809,1928.505247,204.7016742,5156.555556,14543.45112,60041,35,92270,18454,24862.51045,60656,673,92484,7707,17639.51974,60326,35,0,0,0,0,128,276,64.64263397,140.0590403,0,20,8.95,6.778254705,45.94473684,0,0,0,1,0,0,0,0,2,9.421052632,7.833333333,10.15384615,128,0,0,0,0,0,0,6,47,13,132,64240,5840,5,20,0,0,0,0,0,0,0,0
192.168.2.110-192.168.5.122-2211-110-6,192.168.5.122,110,192.168.2.110,2211,6,13/06/2010 06:04:31,347,1,2,18,12,18,18,18,0,6,6,6,0,86455.33141,8645.533141,173.5,47.37615434,207,140,0,0,0,0,0,140,140,0,140,140,1,0,0,0,20,40,2881.84438,5763.688761,6,18,12,6.92820323,48,0,1,0,0,1,1,0,0,2,16,18,6,20,0,0,0,0,0,0,1,18,2,12,5840,64172,0,20,0,0,0,0,0,0,0,0
192.168.2.108-192.168.2.113-2032-139-6,192.168.2.108,2032,192.168.2.113,139,6,13/06/2010 06:04:35,139265,10,9,987,713,264,0,98.7,87.51006291,287,0,79.22222222,86.65705075,12206.9436,136.4305461,7736.944444,30218.07252,128802,188,139265,15473.88889,43120.82096,130448,450,138594,17324.25,45453.16359,129798,508,0,0,0,0,208,188,71.80555057,64.62499551,0,287,85,85.34758653,7284.210526,0,0,0,1,0,0,0,0,0,89.47368421,98.7,79.22222222,208,0,0,0,0,0,0,10,987,9,713,16384,63259,9,20,0,0,0,0,0,0,0,0
192.168.3.117-192.168.5.122-2354-143-6,192.168.5.122,143,192.168.3.117,2354,6,13/06/2010 06:02:45,119975164,4,1,68,6,17,17,17,0,6,6,6,0,0.616794323,0.041675292,3.00E+07,5.99E+07,1.20E+08,161,1.20E+08,4.00E+07,6.93E+07,1.20E+08,161,0,0,0,0,0,1,0,0,0,80,20,0.033340234,0.008335058,6,17,15.16666667,4.490731195,20.16666667,0,1,0,0,1,0,0,0,0,18.2,17,6,80,0,0,0,0,0,0,4,68,1,6,9648,16976,3,20,76969,0,76969,76969,1.20E+08,0,1.20E+08,1.20E+08
