Id,Class
532,104
533,104
534,104
535,104
536,104
537,104
538,104
539,104
540,104
541,104
542,104
543,104
544,104
545,104
546,104
547,104
548,104
549,104
550,104
551,104
552,104
553,104
554,104
555,104
556,104
557,104
558,104
559,104
560,104
561,104
562,104
563,104
564,104
565,104
566,104
567,104
568,104
569,104
570,104
571,104
572,104
573,104
574,104
575,104
576,104
577,104
578,104
579,104
580,104
581,104
582,104
583,104
584,104
585,104
586,104
587,104
588,104
589,104
590,104
591,104
592,104
593,104
594,104
595,105
596,105
597,105
598,105
599,105
600,105
601,105
602,105
603,105
604,105
605,105
606,105
607,105
608,105
609,105
610,105
611,105
612,105
613,105
614,105
615,105
616,105
617,105
618,105
619,105
620,105
621,105
622,105
623,105
624,105
625,105
626,105
627,105
628,105
629,105
630,105
631,105
632,105
633,105
634,105
635,105
636,105
637,105
638,105
639,105
640,105
641,105
642,105
643,105
644,105
645,105
646,105
647,105
648,105
649,105
650,105
651,105
652,105
653,105
654,105
655,105
656,105
657,105
658,105
659,105
660,105
661,105
662,105
663,105
664,105
665,105
666,105
667,105
668,105
669,105
670,105
671,105
672,105
673,105
674,105
675,105
676,105
677,105
678,105
679,105
680,105
681,105
682,105
683,105
684,105
685,105
686,105
687,105
688,106
689,106
690,106
691,106
692,106
693,106
694,106
695,106
696,106
697,106
698,106
699,106
700,106
701,106
702,106
703,106
704,106
705,106
706,106
707,106
708,106
709,106
710,106
711,106
712,106
713,106
714,106
715,106
716,106
717,106
718,106
719,106
720,106
721,106
722,106
723,106
724,106
725,106
726,106
727,106
728,106
729,106
730,106
731,106
732,106
733,106
734,106
735,106
736,106
737,106
738,106
739,106
740,106
741,106
742,106
743,106
744,106
745,106
746,106
747,106
748,106
749,106
750,106
751,106
752,106
753,106
754,106
755,106
756,106
757,106
758,106
759,106
760,106
761,106
762,106
763,106
764,106
765,106
766,106
767,106
768,106
769,106
770,106
771,106
772,107
773,107
774,107
775,107
776,107
777,107
778,107
779,107
780,107
781,107
782,107
783,107
784,107
785,107
786,108
787,108
788,108
789,108
790,108
791,108
792,108
793,108
794,108
795,108
796,108
797,108
798,108
799,108
800,108
801,108
802,108
803,108
804,108
805,108
806,108
807,108
808,108
809,108
810,108
811,108
812,108
813,108
814,108
815,108
816,108
817,108
818,108
819,108
820,108
821,108
822,108
823,108
824,108
825,108
826,108
827,108
828,109
829,109
830,109
831,109
832,109
833,109
834,109
835,109
836,109
837,109
838,109
839,109
840,109
841,109
842,109
843,109
844,109
845,109
846,11
847,11
848,11
849,11
850,11
851,11
852,11
853,11
854,11
855,11
856,11
857,11
858,11
859,11
860,11
861,11
862,110
863,110
864,110
865,110
866,110
867,110
868,110
869,110
870,110
871,110
872,110
873,110
874,110
875,110
876,110
877,110
878,110
879,110
880,110
881,110
882,110
883,110
884,110
885,110
886,110
887,110
888,110
889,110
890,110
891,110
892,110
893,110
894,110
895,110
896,110
897,110
898,110
899,110
900,110
901,110
902,110
903,110
904,110
905,110
906,110
907,110
908,110
909,110
910,110
911,110
912,110
913,110
914,110
915,110
916,110
917,110
918,110
919,110
920,110
921,110
922,110
923,110
924,110
925,110
926,110
927,110
928,110
929,110
930,110
931,110
932,110
933,110
934,110
935,110
936,110
937,110
938,110
939,110
940,110
941,110
942,110
943,110
944,110
945,110
946,110
947,110
948,110
949,110
950,110
951,110
952,110
953,110
954,110
955,110
956,110
957,110
958,110
959,110
960,110
961,110
962,110
963,110
964,110
965,110
966,110
967,110
968,110
969,110
970,110
971,110
972,110
973,110
974,110
975,110
976,110
977,110
978,110
979,110
980,110
981,110
982,110
983,111
984,111
985,111
986,111
987,111
988,111
989,111
990,111
991,111
992,111
993,111
994,111
995,111
996,111
997,111
998,111
999,111
1000,111
1001,111
1002,111
1003,111
1004,111
1005,111
1006,111
1007,111
1008,111
1009,112
1010,112
1011,112
1012,112
1013,112
1014,112
1015,112
1016,112
1017,112
1018,112
1019,112
1020,112
1021,112
1022,112
1023,112
1024,112
1025,112
1026,112
1027,112
1028,112
1029,112
1030,112
1031,112
1032,112
1033,113
1034,113
1035,113
1036,113
1037,113
1038,113
1039,113
1040,113
1041,113
1042,113
1043,113
1044,113
1045,113
1046,113
1047,113
1048,113
1049,113
1050,113
1051,113
1052,113
1053,113
1054,113
1055,113
1056,113
1057,113
1058,113
1059,113
1060,113
1061,113
1062,113
1063,113
1064,113
1065,113
1066,113
1067,113
1068,113
1069,113
1070,113
1071,113
1072,113
1073,113
1074,113
1075,113
1076,113
1077,113
1078,113
1079,113
1080,113
1081,113
1082,113
1083,113
1084,113
1085,113
1086,113
1087,113
1088,113
1089,113
1090,113
1091,113
1092,114
1093,114
1094,114
1095,114
1096,114
1097,114
1098,114
1099,114
1100,114
1101,114
1102,114
1103,114
1104,114
1105,114
1106,114
1107,114
1108,114
1109,114
1110,114
1111,114
1112,114
1113,114
1114,114
1115,114
1116,114
1117,114
1118,114
1119,115
1120,115
1121,115
1122,115
1123,115
1124,115
1125,115
1126,115
1127,115
1128,115
1129,115
1130,115
1131,115
1132,115
1133,115
1134,115
1135,115
1136,115
1137,115
1138,115
1139,116
1140,116
1141,116
1142,116
1143,116
1144,116
1145,116
1146,116
1147,116
1148,116
1149,116
1150,116
1151,116
1152,116
1153,116
1154,117
1155,117
1156,117
1157,117
1158,117
1159,117
1160,117
1161,117
1162,117
1163,117
1164,117
1165,117
1166,117
1167,117
1168,117
1169,117
1170,117
1171,117
1172,117
1173,117
1174,117
1175,117
1176,117
1177,117
1178,117
1179,117
1180,117
1181,117
1182,117
1183,117
1184,117
1185,118
1186,118
1187,118
1188,118
1189,118
1190,118
1191,118
1192,118
1193,118
1194,118
1195,118
1196,118
1197,118
1198,118
1199,118
1200,118
1201,118
1202,118
1203,118
1204,118
1205,118
1206,118
1207,118
1208,118
1209,118
1210,118
1211,118
1212,118
1213,118
1214,118
1215,118
1216,118
1217,118
1218,118
1219,118
1220,118
1221,118
1222,118
1223,119
1224,119
1225,119
1226,119
1227,119
1228,119
1229,119
1230,119
1231,119
1232,119
1233,119
1234,119
1235,119
1236,119
1237,119
1238,119
1239,119
1240,119
1241,119
1242,119
1243,119
1244,119
1245,119
1246,119
1247,119
1248,12
1249,12
1250,12
1251,12
1252,12
1253,12
1254,12
1255,12
1256,12
1257,12
1258,12
1259,12
1260,12
1261,12
1262,12
1263,12
1264,12
1265,12
1266,12
1267,12
1268,12
1269,12
1270,12
1271,12
1272,12
1273,12
1274,12
1275,12
1276,12
1277,12
1278,12
1279,12
1280,12
1281,12
1282,12
1283,12
1284,12
1285,12
1286,12
1287,12
1288,12
1289,12
1290,12
1291,12
1292,12
1293,12
1294,12
1295,120
1296,120
1297,120
1298,120
1299,120
1300,120
1301,120
1302,120
1303,120
1304,120
1305,120
1306,120
1307,120
1308,120
1309,120
1310,120
1311,120
1312,120
1313,121
1314,121
1315,121
1316,121
1317,121
1318,121
1319,121
1320,121
1321,121
1322,121
1323,121
1324,121
1325,121
1326,121
1327,121
1328,121
1329,121
1330,121
1331,121
1332,121
1333,121
1334,121
1335,121
1336,121
1337,121
1338,122
1339,122
1340,122
1341,122
1342,122
1343,122
1344,122
1345,122
1346,122
1347,122
1348,122
1349,122
1350,122
1351,122
1352,122
1353,122
1354,122
1355,122
1356,122
1357,122
1358,122
1359,122
1360,122
1361,122
1362,122
1363,122
1364,122
1365,122
1366,122
1367,122
1368,122
1369,122
1370,122
1371,122
1372,122
1373,122
1374,122
1375,122
1376,122
1377,122
1378,122
1379,122
1380,122
1381,122
1382,122
1383,122
1384,122
1385,122
1386,122
1387,122
1388,122
1389,122
1390,122
1391,122
1392,122
1393,122
1394,122
1395,122
1396,122
1397,122
1398,122
1399,122
1400,122
1401,122
1402,122
1403,122
1404,122
1405,122
1406,122
1407,122
1408,122
1409,122
1410,122
1411,122
1412,122
1413,123
1414,123
1415,123
1416,123
1417,123
1418,123
1419,123
1420,123
1421,123
1422,123
1423,123
1424,123
1425,123
1426,123
1427,123
1428,123
1429,123
1430,123
1431,123
1432,123
1433,123
1434,123
1435,123
1436,123
1437,123
1438,123
1439,123
1440,123
1441,123
1442,123
1443,124
1444,124
1445,124
1446,124
1447,124
1448,124
1449,124
1450,124
1451,124
1452,124
1453,124
1454,124
1455,124
1456,124
1457,124
1458,124
1459,125
1460,125
1461,125
1462,125
1463,125
1464,125
1465,125
1466,125
1467,125
1468,125
1469,125
1470,125
1471,125
1472,125
1473,125
1474,125
1475,125
1476,125
1477,125
1478,125
1479,125
1480,125
1481,125
1482,125
1483,125
1484,125
1485,125
1486,125
1487,125
1488,125
1489,125
1490,125
1491,125
1492,125
1493,125
1494,125
1495,125
1496,125
1497,125
1498,125
1499,125
1500,125
1501,125
1502,125
1503,125
1504,126
1505,126
1506,126
1507,126
1508,126
1509,126
1510,126
1511,126
1512,126
1513,126
1514,126
1515,126
1516,126
1517,126
1518,126
1519,126
1520,126
1521,126
1522,126
1523,126
1524,126
1525,126
1526,126
1527,126
1528,126
1529,126
1530,126
1531,126
1532,126
1533,126
1534,126
1535,126
1536,126
1537,126
1538,126
1539,126
1540,126
1541,126
1542,127
1543,127
1544,127
1545,127
1546,127
1547,127
1548,127
1549,127
1550,127
1551,127
1552,127
1553,127
1554,127
1555,127
1556,127
1557,127
1558,127
1559,127
1560,127
1561,127
1562,127
1563,127
1564,127
1565,127
1566,127
1567,127
1568,128
1569,128
1570,128
1571,128
1572,128
1573,128
1574,128
1575,128
1576,128
1577,128
1578,128
1579,128
1580,128
1581,128
1582,128
1583,128
1584,128
1585,128
1586,128
1587,128
1588,128
1589,128
1590,128
1591,128
1592,128
1593,128
1594,128
1595,128
1596,128
1597,128
1598,128
1599,128
1600,128
1601,128
1602,128
1603,128
1604,128
1605,128
1606,128
1607,128
1608,128
1609,128
1610,128
1611,128
1612,128
1613,128
1614,128
1615,128
1616,128
1617,128
1618,128
1619,128
1620,128
1621,128
1622,128
1623,128
1624,128
1625,128
1626,128
1627,128
1628,128
1629,128
1630,128
1631,128
1632,128
1633,128
1634,128
1635,128
1636,128
1637,128
1638,128
1639,128
1640,128
1641,128
1642,128
1643,128
1644,128
1645,128
1646,128
1647,128
1648,128
1649,128
1650,128
1651,128
1652,128
1653,128
1654,128
1655,128
1656,128
1657,128
1658,128
1659,128
1660,128
1661,128
1662,128
1663,128
1664,128
1665,128
1666,128
1667,128
1668,128
1669,128
1670,128
1671,128
1672,128
1673,128
1674,128
1675,128
1676,128
1677,128
1678,128
1679,128
1680,128
1681,128
1682,128
1683,128
1684,128
1685,128
1686,128
1687,128
1688,128
1689,128
1690,128
1691,128
1692,128
1693,128
1694,128
1695,128
1696,128
1697,128
1698,128
1699,128
1700,128
1701,128
1702,128
1703,128
1704,128
1705,128
1706,128
1707,128
1708,128
1709,128
1710,128
1711,128
1712,128
1713,128
1714,128
1715,128
1716,128
1717,128
1718,128
1719,128
1720,128
1721,128
1722,128
1723,128
1724,128
1725,128
1726,128
1727,128
1728,128
1729,128
1730,128
1731,128
1732,128
1733,128
1734,128
1735,128
1736,128
1737,128
1738,128
1739,128
1740,128
1741,128
1742,128
1743,128
1744,128
1745,128
1746,128
1747,128
1748,128
1749,128
1750,128
1751,128
1752,128
1753,128
1754,128
1755,128
1756,128
1757,128
1758,128
1759,128
1760,128
1761,128
1762,128
1763,128
1764,128
1765,128
1766,128
1767,128
1768,128
1769,128
1770,128
1771,128
1772,128
1773,128
1774,128
1775,128
1776,128
1777,128
1778,128
1779,128
1780,128
1781,128
1782,128
1783,128
1784,128
1785,128
1786,128
1787,128
1788,128
1789,128
1790,128
1791,128
1792,128
1793,128
1794,128
1795,128
1796,128
1797,128
1798,128
1799,128
1800,128
1801,128
1802,128
1803,128
1804,128
1805,128
1806,128
1807,128
1808,128
1809,128
1810,128
1811,128
1812,128
1813,128
1814,128
1815,128
1816,128
1817,128
1818,128
1819,128
1820,128
1821,128
1822,128
1823,128
1824,128
1825,128
1826,128
1827,128
1828,128
1829,128
1830,128
1831,128
1832,128
1833,128
1834,128
1835,128
1836,128
1837,128
1838,128
1839,128
1840,128
1841,128
1842,128
1843,128
1844,128
1845,128
1846,128
1847,128
1848,128
1849,128
1850,128
1851,128
1852,128
1853,128
1854,128
1855,128
1856,128
1857,128
1858,128
1859,128
1860,128
1861,128
1862,128
1863,128
1864,128
1865,128
1866,128
1867,128
1868,128
1869,128
1870,128
1871,128
1872,128
1873,128
1874,128
1875,128
1876,128
1877,128
1878,128
1879,128
1880,128
1881,128
1882,128
1883,128
1884,128
1885,128
1886,128
1887,128
1888,128
1889,128
1890,128
1891,128
1892,128
1893,128
1894,128
1895,128
1896,128
1897,128
1898,128
1899,128
1900,128
1901,128
1902,128
1903,128
1904,128
1905,128
1906,128
1907,128
1908,128
1909,128
1910,128
1911,128
1912,128
1913,128
1914,128
1915,128
1916,128
1917,128
1918,128
1919,128
1920,128
1921,128
1922,128
1923,128
1924,128
1925,128
1926,128
1927,128
1928,128
1929,128
1930,128
1931,128
1932,128
1933,128
1934,128
1935,128
1936,128
1937,128
1938,128
1939,128
1940,128
1941,128
1942,128
1943,128
1944,128
1945,128
1946,128
1947,128
1948,128
1949,128
1950,128
1951,128
1952,128
1953,128
1954,128
1955,128
1956,128
1957,128
1958,128
1959,128
1960,128
1961,128
1962,128
1963,128
1964,128
1965,128
1966,128
1967,128
1968,128
1969,128
1970,128
1971,128
1972,128
1973,128
1974,128
1975,128
1976,128
1977,128
1978,128
1979,128
1980,128
1981,128
1982,128
1983,128
1984,128
1985,128
1986,128
1987,128
1988,128
1989,128
1990,128
1991,128
1992,128
1993,128
1994,128
1995,128
1996,128
1997,128
1998,128
1999,128
2000,128
2001,128
2002,128
2003,128
2004,128
2005,128
2006,128
2007,128
2008,128
2009,128
2010,128
2011,128
2012,129
2013,129
2014,129
2015,129
2016,129
2017,129
2018,129
2019,129
2020,129
2021,129
2022,129
2023,129
2024,129
2025,129
2026,129
2027,129
2028,129
2029,129
2030,129
2031,129
2032,129
2033,129
2034,129
2035,129
2036,129
2037,129
2038,129
2039,129
2040,129
2041,129
2042,129
2043,129
2044,129
2045,129
2046,129
2047,129
2048,129
2049,129
2050,129
2051,129
2052,129
2053,129
2054,129
2055,129
2056,129
2057,129
2058,129
2059,129
2060,129
2061,129
2062,129
2063,129
2064,129
2065,129
2066,129
2067,129
2068,129
2069,129
2070,129
2071,13
2072,13
2073,13
2074,13
2075,13
2076,13
2077,13
2078,13
2079,13
2080,13
2081,13
2082,13
2083,13
2084,13
2085,13
2086,13
2087,13
2088,13
2089,13
2090,13
2091,13
2092,13
2093,130
2094,130
2095,130
2096,130
2097,130
2098,130
2099,130
2100,130
2101,130
2102,130
2103,130
2104,130
2105,130
2106,130
2107,130
2108,130
2109,130
2110,130
2111,130
2112,130
2113,130
2114,130
2115,130
2116,130
2117,130
2118,131
2119,131
2120,131
2121,131
2122,131
2123,131
2124,131
2125,131
2126,131
2127,131
2128,131
2129,131
2130,131
2131,131
2132,131
2133,131
2134,131
2135,131
2136,131
2137,131
2138,131
2139,131
2140,131
2141,131
2142,131
2143,131
2144,131
2145,131
2146,131
2147,131
2148,131
2149,131
2150,131
2151,131
2152,131
2153,131
2154,131
2155,132
2156,132
2157,132
2158,132
2159,132
2160,132
2161,132
2162,132
2163,132
2164,132
2165,132
2166,132
2167,132
2168,132
2169,132
2170,132
2171,132
2172,132
2173,132
2174,132
2175,132
2176,132
2177,132
2178,132
2179,132
2180,132
2181,132
2182,132
2183,132
2184,132
2185,132
2186,132
2187,132
2188,132
2189,132
2190,132
2191,132
2192,132
2193,132
2194,132
2195,132
2196,132
2197,132
2198,132
2199,132
2200,132
2201,132
2202,132
2203,132
2204,132
2205,132
2206,132
2207,132
2208,132
2209,132
2210,132
2211,132
2212,132
2213,132
2214,132
2215,132
2216,132
2217,132
2218,132
2219,132
2220,132
2221,132
2222,132
2223,132
2224,132
2225,132
2226,132
2227,132
2228,132
2229,132
2230,133
2231,133
2232,133
2233,133
2234,133
2235,133
2236,133
2237,133
2238,133
2239,133
2240,133
2241,133
2242,133
2243,133
2244,133
2245,133
2246,133
2247,133
2248,133
2249,133
2250,133
2251,133
2252,133
2253,133
2254,133
2255,133
2256,133
2257,133
2258,133
2259,133
2260,133
2261,133
2262,133
2263,134
2264,134
2265,134
2266,134
2267,134
2268,134
2269,134
2270,134
2271,134
2272,134
2273,134
2274,134
2275,134
2276,134
2277,134
2278,134
2279,134
2280,134
2281,134
2282,134
2283,134
2284,135
2285,135
2286,135
2287,135
2288,135
2289,135
2290,135
2291,135
2292,135
2293,135
2294,135
2295,135
2296,135
2297,135
2298,135
2299,135
2300,135
2301,135
2302,135
2303,135
2304,135
2305,135
2306,135
2307,135
2308,135
2309,135
2310,135
2311,135
2312,135
2313,135
2314,135
2315,135
2316,135
2317,135
2318,135
2319,135
2320,135
2321,135
2322,135
2323,135
2324,135
2325,135
2326,135
2327,135
2328,135
2329,135
2330,135
2331,135
2332,135
2333,135
2334,135
2335,135
2336,135
2337,136
2338,136
2339,136
2340,136
2341,136
2342,136
2343,136
2344,136
2345,136
2346,136
2347,136
2348,136
2349,136
2350,136
2351,136
2352,136
2353,136
2354,136
2355,136
2356,136
2357,136
2358,136
2359,136
2360,136
2361,136
2362,136
2363,136
2364,136
2365,136
2366,136
2367,136
2368,136
2369,136
2370,136
2371,136
2372,136
2373,137
2374,137
2375,137
2376,137
2377,137
2378,137
2379,137
2380,137
2381,137
2382,137
2383,137
2384,137
2385,137
2386,137
2387,137
2388,137
2389,137
2390,137
2391,137
2392,137
2393,137
2394,137
2395,137
2396,137
2397,137
2398,138
2399,138
2400,138
2401,138
2402,138
2403,138
2404,138
2405,138
2406,138
2407,138
2408,138
2409,138
2410,138
2411,138
2412,138
2413,138
2414,138
2415,138
2416,138
2417,138
2418,138
2419,138
2420,138
2421,138
2422,138
2423,138
2424,138
2425,138
2426,138
2427,138
2428,138
2429,138
2430,138
2431,138
2432,138
2433,138
2434,138
2435,138
2436,138
2437,138
2438,138
2439,138
2440,138
2441,138
2442,138
2443,139
2444,139
2445,139
2446,139
2447,139
2448,139
2449,139
2450,139
2451,139
2452,139
2453,139
2454,139
2455,139
2456,139
2457,139
2458,139
2459,139
2460,139
2461,139
2462,139
2463,139
2464,139
2465,139
2466,139
2467,139
2468,139
2469,139
2470,139
2471,14
2472,14
2473,14
2474,14
2475,14
2476,14
2477,14
2478,14
2479,14
2480,14
2481,14
2482,14
2483,14
2484,14
2485,14
2486,14
2487,14
2488,14
2489,14
2490,14
2491,14
2492,14
2493,140
2494,140
2495,140
2496,140
2497,140
2498,140
2499,140
2500,140
2501,140
2502,140
2503,140
2504,140
2505,140
2506,140
2507,140
2508,140
2509,140
2510,140
2511,140
2512,140
2513,140
2514,140
2515,141
2516,141
2517,141
2518,141
2519,141
2520,141
2521,141
2522,141
2523,141
2524,141
2525,141
2526,141
2527,141
2528,141
2529,141
2530,141
2531,141
2532,141
2533,141
2534,141
2535,141
2536,141
2537,141
2538,141
2539,141
2540,141
2541,142
2542,142
2543,142
2544,142
2545,142
2546,142
2547,142
2548,142
2549,142
2550,142
2551,142
2552,142
2553,142
2554,142
2555,142
2556,142
2557,142
2558,142
2559,142
2560,142
2561,142
2562,142
2563,143
2564,143
2565,143
2566,143
2567,143
2568,143
2569,143
2570,143
2571,143
2572,143
2573,143
2574,143
2575,143
2576,143
2577,143
2578,143
2579,143
2580,143
2581,143
2582,143
2583,143
2584,143
2585,143
2586,144
2587,144
2588,144
2589,144
2590,144
2591,144
2592,144
2593,144
2594,144
2595,144
2596,144
2597,144
2598,144
2599,144
2600,144
2601,144
2602,144
2603,144
2604,144
2605,144
2606,144
2607,144
2608,144
2609,144
2610,144
2611,144
2612,144
2613,144
2614,144
2615,144
2616,145
2617,145
2618,145
2619,145
2620,145
2621,145
2622,145
2623,145
2624,145
2625,145
2626,145
2627,145
2628,145
2629,145
2630,145
2631,145
2632,145
2633,145
2634,145
2635,145
2636,145
2637,145
2638,145
2639,145
2640,145
2641,146
2642,146
2643,146
2644,146
2645,146
2646,146
2647,146
2648,146
2649,146
2650,146
2651,146
2652,146
2653,146
2654,146
2655,146
2656,146
2657,146
2658,146
2659,146
2660,146
2661,146
2662,146
2663,146
2664,146
2665,146
2666,146
2667,146
2668,146
2669,146
2670,146
2671,146
2672,146
2673,146
2674,146
2675,146
2676,146
2677,146
2678,146
2679,146
2680,146
2681,146
2682,146
2683,146
2684,146
2685,146
2686,146
2687,146
2688,146
2689,146
2690,146
2691,146
2692,146
2693,146
2694,146
2695,146
2696,146
2697,146
2698,146
2699,146
2700,146
2701,146
2702,146
2703,146
2704,146
2705,146
2706,146
2707,146
2708,146
2709,146
2710,146
2711,146
2712,146
2713,146
2714,146
2715,146
2716,146
2717,146
2718,146
2719,146
2720,146
2721,146
2722,146
2723,146
2724,146
2725,146
2726,146
2727,146
2728,146
2729,146
2730,146
2731,146
2732,146
2733,146
2734,146
2735,146
2736,146
2737,146
2738,146
2739,146
2740,146
2741,146
2742,146
2743,146
2744,146
2745,146
2746,146
2747,146
2748,146
2749,146
2750,146
2751,146
2752,146
2753,146
2754,146
2755,146
2756,146
2757,146
2758,146
2759,146
2760,146
2761,146
2762,146
2763,146
2764,146
2765,146
2766,146
2767,146
2768,146
2769,146
2770,146
2771,146
2772,146
2773,146
2774,146
2775,146
2776,146
2777,146
2778,146
2779,146
2780,146
2781,146
2782,146
2783,146
2784,146
2785,146
2786,146
2787,146
2788,146
2789,146
2790,146
2791,146
2792,146
2793,146
2794,146
2795,146
2796,146
2797,146
2798,146
2799,146
2800,146
2801,146
2802,147
2803,147
2804,147
2805,147
2806,147
2807,147
2808,147
2809,147
2810,147
2811,147
2812,147
2813,147
2814,147
2815,147
2816,147
2817,148
2818,148
2819,148
2820,148
2821,148
2822,148
2823,148
2824,148
2825,148
2826,148
2827,148
2828,148
2829,148
2830,148
2831,148
2832,148
2833,148
2834,148
2835,149
2836,149
2837,149
2838,149
2839,149
2840,149
2841,149
2842,149
2843,149
2844,149
2845,149
2846,149
2847,149
2848,149
2849,149
2850,149
2851,149
2852,149
2853,149
2854,149
2855,149
2856,149
2857,149
2858,149
2859,149
2860,149
2861,149
2862,149
2863,149
2864,149
2865,149
2866,149
2867,149
2868,149
2869,149
2870,149
2871,149
2872,149
2873,149
2874,149
2875,15
2876,15
2877,15
2878,15
2879,15
2880,15
2881,15
2882,15
2883,15
2884,15
2885,15
2886,15
2887,15
2888,15
2889,15
2890,15
2891,15
2892,15
2893,15
2894,15
2895,15
2896,15
2897,15
2898,15
2899,15
2900,15
2901,15
2902,15
2903,15
2904,15
2905,15
2906,15
2907,15
2908,15
2909,15
2910,15
2911,15
2912,15
2913,15
2914,15
2915,15
2916,15
2917,15
2918,15
2919,15
2920,15
2921,15
2922,15
2923,15
2924,15
2925,15
2926,15
2927,15
2928,15
2929,15
2930,15
2931,15
2932,15
2933,15
2934,15
2935,15
2936,15
2937,15
2938,15
2939,15
2940,15
2941,15
2942,15
2943,15
2944,15
2945,15
2946,150
2947,150
2948,150
2949,150
2950,150
2951,150
2952,150
2953,150
2954,150
2955,150
2956,150
2957,150
2958,150
2959,150
2960,150
2961,150
2962,150
2963,150
2964,151
2965,151
2966,151
2967,151
2968,151
2969,151
2970,151
2971,151
2972,151
2973,151
2974,151
2975,151
2976,151
2977,151
2978,151
2979,151
2980,151
2981,151
2982,151
2983,151
2984,151
2985,151
2986,151
2987,151
2988,151
2989,151
2990,151
2991,151
2992,151
2993,151
2994,151
2995,151
2996,151
